ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Query,Pred_LLM
78,Jamie Oliver,Career_error,VisParam_TxtCont,"
Chef.",Chef,mis_knowledge2,"[chef, restaurateur, and media personality]",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
79,Martha Stewart,Career_error,VisTxtParam,"
Television personality.",Te,mis_knowledge1,"businesswoman, writer, and television personality",0,0,13,Writer/Artist/Actor,6492,Writer,What is the occupation of this entity?,INCORRECT
79,Martha Stewart,Career_error,VisParam_TxtCont,"
Businesswoman, writer.",Business,mis_knowledge2,"businesswoman, writer, and television personality",0,0,13,Writer/Artist/Actor,6492,Writer,What is the occupation of this entity?,INCORRECT
80,Reese Witherspoon,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,actress and producer,0,0,13,Actor,18870,Actor,What is the occupation of this entity?,INCORRECT
80,Reese Witherspoon,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge2,actress and producer,0,0,13,Actor,18870,Actor,What is the occupation of this entity?,INCORRECT
81,Anne Hathaway,Career_error,VisTxtCont,"
Novelist.",Nov,mis_knowledge1,actress,0,0,13,Writer/Author,6492,Writer,What is the occupation of this entity?,INCORRECT
81,Anne Hathaway,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge2,actress,0,0,13,Writer/Author,6492,Writer,What is the occupation of this entity?,INCORRECT
83,Emma Stone,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Actress,2414,Act,What is the occupation of this entity?,CORRECT
83,Emma Stone,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,0,0,13,Actress,2414,Act,What is the occupation of this entity?,CORRECT
84,Ryan Gosling,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor and musician,0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
84,Ryan Gosling,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and musician,0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
85,Matthew McConaughey,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge1,actor and producer,0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
85,Matthew McConaughey,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge2,actor and producer,0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
86,Leonardo DiCaprio,Career_error,VisTxtParam,"
Film producer.",Film,mis_knowledge1,actor and film producer,0,0,13,Artist and inventor.,40309,Artist,What is the occupation of this entity?,INCORRECT
86,Leonardo DiCaprio,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and film producer,0,0,13,Artist and inventor.,40309,Artist,What is the occupation of this entity?,INCORRECT
87,Matt Damon,Career_error,VisParam_TxtCont,"
Actor, producer, writer.",Actor,mis_knowledge1,"actor, producer, and screenwriter",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
87,Matt Damon,Career_error,VisTxtParam,"
Actor, producer, writer.",Actor,mis_knowledge2,"actor, producer, and screenwriter",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
88,Ben Affleck,Career_error,VisTxtCont,"
Chef, director, producer.",Chef,mis_knowledge1,"actor, director, and producer",0,0,13,Artist/Designer.,40309,Artist,What is the occupation of this entity?,INCORRECT
88,Ben Affleck,Career_error,VisCont_TxtParam,"
Actor, producer, architect.",Actor,mis_knowledge2,"actor, director, and producer",0,0,13,Artist/Designer.,40309,Artist,What is the occupation of this entity?,INCORRECT
89,George Clooney,Career_error,VisParam_TxtCont,"
Actor, director, producer.",Actor,mis_knowledge1,"actor, director, and producer",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
89,George Clooney,Career_error,VisTxtParam,"
Actor, director, producer.",Actor,mis_knowledge2,"actor, director, and producer",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
90,Julia Roberts,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Actress.,2414,Act,What is the occupation of this entity?,CORRECT
90,Julia Roberts,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,13,Actress.,2414,Act,What is the occupation of this entity?,CORRECT
91,Nicole Kidman,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,[actress and producer],0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
91,Nicole Kidman,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,[actress and producer],0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
92,Meryl Streep,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Unknown occupation.,13790,Unknown,What is the occupation of this entity?,INCORRECT
92,Meryl Streep,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,13,Unknown occupation.,13790,Unknown,What is the occupation of this entity?,INCORRECT
93,Cate Blanchett,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Athlete.,85240,Ath,What is the occupation of this entity?,INCORRECT
93,Cate Blanchett,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,13,Athlete.,85240,Ath,What is the occupation of this entity?,INCORRECT
94,Charlize Theron,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress and producer,0,0,13,Actor/Actress,18870,Actor,What is the occupation of this entity?,CORRECT
94,Charlize Theron,Career_error,VisTxtParam,"
Actor/actress.",Actor,mis_knowledge2,actress and producer,0,0,13,Actor/Actress,18870,Actor,What is the occupation of this entity?,CORRECT
95,Idris Elba,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,"actor, producer, musician, and DJ",0,0,13,Unknown occupation.,13790,Unknown,What is the occupation of this entity?,INCORRECT
95,Idris Elba,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,"actor, producer, musician, and DJ",0,0,13,Unknown occupation.,13790,Unknown,What is the occupation of this entity?,INCORRECT
96,Denzel Washington,Career_error,VisTxtCont,"
Chef and filmmaker.",Chef,mis_knowledge1,actor and filmmaker,0,0,13,Artist/Designer/Writer.,40309,Artist,What is the occupation of this entity?,INCORRECT
96,Denzel Washington,Career_error,VisTxtParam,"
Actor and filmmaker.",Actor,mis_knowledge2,actor and filmmaker,0,0,13,Artist/Designer/Writer.,40309,Artist,What is the occupation of this entity?,INCORRECT
97,Morgan Freeman,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and narrator,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
97,Morgan Freeman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and narrator,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
98,Samuel L,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and producer,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
98,Samuel L,Career_error,VisTxtParam,"
Actor/Producer.",Actor,mis_knowledge2,actor and producer,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
99,Liam Neeson,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
99,Liam Neeson,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge2,actor,0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
100,Jason Statham,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor and former professional diver,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
100,Jason Statham,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,actor and former professional diver,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
101,Vin Diesel,Career_error,VisTxtParam,"
Actor/producer.",Actor,mis_knowledge1,actor and producer,0,0,13,Actor/Artist.,18870,Actor,What is the occupation of this entity?,CORRECT
101,Vin Diesel,Career_error,VisTxtParam,"
Actor/producer.",Actor,mis_knowledge2,actor and producer,0,0,13,Actor/Artist.,18870,Actor,What is the occupation of this entity?,CORRECT
102,Arnold Schwarzenegger,Career_error,VisTxtCont,"
Actor, chef, politician.",Actor,mis_knowledge1,"bodybuilder, actor, and former politician",0,0,13,Actor,18870,Actor,What is the occupation of this entity?,CORRECT
102,Arnold Schwarzenegger,Career_error,VisTxtParam,"
Bodybuilder.",Body,mis_knowledge2,"bodybuilder, actor, and former politician",0,0,13,Actor,18870,Actor,What is the occupation of this entity?,CORRECT
103,Sylvester Stallone,Career_error,VisTxtCont,"
Chef, filmmaker, screenwriter.",Chef,mis_knowledge1,"actor, filmmaker, and screenwriter",0,0,13,Actor/Actress,18870,Actor,What is the occupation of this entity?,INCORRECT
103,Sylvester Stallone,Career_error,VisTxtParam,"
Actor, director, writer.",Actor,mis_knowledge2,"actor, filmmaker, and screenwriter",0,0,13,Actor/Actress,18870,Actor,What is the occupation of this entity?,INCORRECT
104,Jackie Chan,Career_error,VisTxtCont,"
Actor, chef, filmmaker.",Actor,mis_knowledge1,"martial artist, actor, and filmmaker",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
104,Jackie Chan,Career_error,VisTxtParam,"
Film director.",Film,mis_knowledge2,"martial artist, actor, and filmmaker",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
106,Bruce Willis,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
106,Bruce Willis,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
107,Steven Spielberg,Career_error,VisCont_TxtParam,"
Novelist.",Nov,mis_knowledge1,filmmaker,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
107,Steven Spielberg,Career_error,VisTxtParam,"
Film director.",Film,mis_knowledge2,filmmaker,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
108,Quentin Tarantino,Career_error,VisParam_TxtCont,"
Actor, director, writer.",Actor,mis_knowledge1,"filmmaker, screenwriter, and actor",0,0,13,Film director.,51487,Film,What is the occupation of this entity?,INCORRECT
108,Quentin Tarantino,Career_error,VisTxtParam,"
Filmmaker, chef, actor.",Fil,mis_knowledge2,"filmmaker, screenwriter, and actor",0,0,13,Film director.,51487,Film,What is the occupation of this entity?,INCORRECT
109,Christopher Nolan,Career_error,VisTxtCont,"
Novelist.",Nov,mis_knowledge1,filmmaker,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
109,Christopher Nolan,Career_error,VisTxtParam,"
Film director.",Film,mis_knowledge2,filmmaker,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
110,James Cameron,Career_error,VisTxtCont,"
Novelist.",Nov,mis_knowledge1,"[film director, producer, and screenwriter]",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
110,James Cameron,Career_error,VisParam_TxtCont,"
Film director.",Film,mis_knowledge2,"[film director, producer, and screenwriter]",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
111,Stephen King,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,writer,0,0,13,Author.,7133,Author,What is the occupation of this entity?,CORRECT
111,Stephen King,Career_error,VisParam_TxtCont,"
Author",Author,mis_knowledge2,writer,0,0,13,Author.,7133,Author,What is the occupation of this entity?,CORRECT
114,Snoop Dogg,Career_error,VisParam_TxtCont,"
Rapper",S,mis_knowledge1,"rapper, singer, songwriter, actor, and entrepreneur",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
114,Snoop Dogg,Career_error,VisTxtParam,"
Rapper, singer.",R,mis_knowledge2,"rapper, singer, songwriter, actor, and entrepreneur",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
115,Kendrick Lamar,Career_error,VisTxtCont,"
Chef, songwriter, producer.",Chef,mis_knowledge1,"rapper, songwriter, and record producer",0,0,13,Rapper/Producer,49,R,What is the occupation of this entity?,CORRECT
115,Kendrick Lamar,Career_error,VisTxtParam,"
Rapper, architect, producer.",R,mis_knowledge2,"rapper, songwriter, and record producer",0,0,13,Rapper/Producer,49,R,What is the occupation of this entity?,CORRECT
117,The Weeknd,Career_error,VisTxtCont,"
Chef, songwriter, producer.",Chef,mis_knowledge1,"singer, songwriter, and record producer",0,0,13,Unknown occupation.,13790,Unknown,What is the occupation of this entity?,INCORRECT
117,The Weeknd,Career_error,VisTxtParam,"
Singer, architect, producer.",S,mis_knowledge2,"singer, songwriter, and record producer",0,0,13,Unknown occupation.,13790,Unknown,What is the occupation of this entity?,INCORRECT
118,Katy Perry,Career_error,VisTxtParam,"
Chef, songwriter, judge.",Chef,mis_knowledge1,"singer, songwriter, and television judge",0,0,13,Musician/Actor,24128,Music,What is the occupation of this entity?,INCORRECT
118,Katy Perry,Career_error,VisTxtParam,"
Singer, architect, judge.",S,mis_knowledge2,"singer, songwriter, and television judge",0,0,13,Musician/Actor,24128,Music,What is the occupation of this entity?,INCORRECT
119,Demi Lovato,Career_error,VisParam_TxtCont,"
Actor, singer, songwriter.",Actor,mis_knowledge1,"singer, songwriter, and actress",0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
119,Demi Lovato,Career_error,VisTxtCont,"
Singer, actress, architect.",S,mis_knowledge2,"singer, songwriter, and actress",0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
120,Camila Cabello,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,singer and songwriter,0,0,13,Artist/Designer/Creator,40309,Artist,What is the occupation of this entity?,INCORRECT
120,Camila Cabello,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,singer and songwriter,0,0,13,Artist/Designer/Creator,40309,Artist,What is the occupation of this entity?,INCORRECT
121,Lizzo,Career_error,VisTxtParam,"
Rapper, chef, flutist.",R,mis_knowledge1,"singer, rapper, and flutist",0,0,13,No specific occupation.,2753,No,What is the occupation of this entity?,INCORRECT
121,Lizzo,Career_error,VisTxtParam,"
Singer, architect, flutist.",S,mis_knowledge2,"singer, rapper, and flutist",0,0,13,No specific occupation.,2753,No,What is the occupation of this entity?,INCORRECT
124,Shakira,Career_error,VisTxtCont,"
Chef and songwriter.",Chef,mis_knowledge1,singer and songwriter,0,0,13,Artist/Writer/Actor,40309,Artist,What is the occupation of this entity?,INCORRECT
124,Shakira,Career_error,VisTxtCont,"
Singer and architect.",S,mis_knowledge2,singer and songwriter,0,0,13,Artist/Writer/Actor,40309,Artist,What is the occupation of this entity?,INCORRECT
125,Ricky Martin,Career_error,VisTxtCont,"
Chef, actor, author.",Chef,mis_knowledge1,"singer, actor, and author",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
125,Ricky Martin,Career_error,VisTxtParam,"
Singer, architect, author.",S,mis_knowledge2,"singer, actor, and author",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,INCORRECT
126,Jennifer Aniston,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,actress and producer,0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
126,Jennifer Aniston,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge2,actress and producer,0,0,13,Not specified.,2623,Not,What is the occupation of this entity?,INCORRECT
127,Courteney Cox,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,"actress, producer, and director",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
127,Courteney Cox,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge2,"actress, producer, and director",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
128,Matthew Perry,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
128,Matthew Perry,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
129,Kit Harington,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,0,0,13,Artist/Designer/Creator,40309,Artist,What is the occupation of this entity?,CORRECT
129,Kit Harington,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,13,Artist/Designer/Creator,40309,Artist,What is the occupation of this entity?,CORRECT
130,Emilia Clarke,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Writer/Artist/Actor.,6492,Writer,What is the occupation of this entity?,CORRECT
130,Emilia Clarke,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,0,0,13,Writer/Artist/Actor.,6492,Writer,What is the occupation of this entity?,CORRECT
131,Sophie Turner,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Writer/Author,6492,Writer,What is the occupation of this entity?,INCORRECT
131,Sophie Turner,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,0,0,13,Writer/Author,6492,Writer,What is the occupation of this entity?,INCORRECT
132,Maisie Williams,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actress,0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
132,Maisie Williams,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
133,Peter Dinklage,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
133,Peter Dinklage,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,actor,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
134,Winona Ryder,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Musician.,24128,Music,What is the occupation of this entity?,INCORRECT
134,Winona Ryder,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,0,0,13,Musician.,24128,Music,What is the occupation of this entity?,INCORRECT
135,David Harbour,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
135,David Harbour,Career_error,VisTxtCont,"
Journalist.",Journal,mis_knowledge2,actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
136,Jim Carrey,Career_error,VisTxtParam,"
Actor, comedian.",Actor,mis_knowledge1,"[comedian, actor, and artist]",0,0,13,Actor,18870,Actor,What is the occupation of this entity?,CORRECT
136,Jim Carrey,Career_error,VisTxtParam,"
Actor, comedian.",Actor,mis_knowledge2,"[comedian, actor, and artist]",0,0,13,Actor,18870,Actor,What is the occupation of this entity?,CORRECT
137,Adam Sandler,Career_error,VisTxtCont,"
Actor, filmmaker, chef.",Actor,mis_knowledge1,"comedian, actor, and filmmaker",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
137,Adam Sandler,Career_error,VisTxtParam,"
Comedian, actor.",Com,mis_knowledge2,"comedian, actor, and filmmaker",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
138,Kevin James,Career_error,VisTxtCont,"
Chef and restaurateur.",Chef,mis_knowledge1,comedian and actor,0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
138,Kevin James,Career_error,VisParam_TxtCont,"
Actor/comedian.",Actor,mis_knowledge2,comedian and actor,0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
139,Steve Carell,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,comedian and actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
139,Steve Carell,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,comedian and actor,0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
140,Will Ferrell,Career_error,VisTxtParam,"
Actor, producer.",Actor,mis_knowledge1,"comedian, actor, and producer",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
140,Will Ferrell,Career_error,VisTxtParam,"
Comedian, actor.",Com,mis_knowledge2,"comedian, actor, and producer",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
141,Seth Rogen,Career_error,VisParam_TxtCont,"
Actor, writer, producer, director.",Actor,mis_knowledge1,"comedian, actor, writer, producer, and director",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
141,Seth Rogen,Career_error,VisTxtParam,"
Actor, comedian.",Actor,mis_knowledge2,"comedian, actor, writer, producer, and director",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
142,James Franco,Career_error,VisParam_TxtCont,"
Actor, director, writer.",Actor,mis_knowledge1,"actor, filmmaker, and writer",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
142,James Franco,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,"actor, filmmaker, and writer",0,0,13,Actor/Writer,18870,Actor,What is the occupation of this entity?,INCORRECT
143,Jonah Hill,Career_error,VisParam_TxtCont,"
Actor, producer, director.",Actor,mis_knowledge1,"actor, producer, and director",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
143,Jonah Hill,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,"actor, producer, and director",0,0,13,Actor.,18870,Actor,What is the occupation of this entity?,CORRECT
144,Channing Tatum,Career_error,VisParam_TxtCont,"
Actor, producer, dancer.",Actor,mis_knowledge1,"actor, producer, and dancer",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
144,Channing Tatum,Career_error,VisTxtParam,"
Actor, producer, dancer.",Actor,mis_knowledge2,"actor, producer, and dancer",0,0,13,Unknown.,13790,Unknown,What is the occupation of this entity?,INCORRECT
145,Zac Efron,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and singer,0,0,13,Actor/Entertainer.,18870,Actor,What is the occupation of this entity?,CORRECT
145,Zac Efron,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and singer,0,0,13,Actor/Entertainer.,18870,Actor,What is the occupation of this entity?,CORRECT
146,Kristen Stewart,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Actress.,2414,Act,What is the occupation of this entity?,CORRECT
146,Kristen Stewart,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,0,0,13,Actress.,2414,Act,What is the occupation of this entity?,CORRECT
147,Shia LaBeouf,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,"actor, filmmaker, and performance artist",0,0,13,Actor/Entertainer.,18870,Actor,What is the occupation of this entity?,CORRECT
147,Shia LaBeouf,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,"actor, filmmaker, and performance artist",0,0,13,Actor/Entertainer.,18870,Actor,What is the occupation of this entity?,CORRECT
148,Chadwick Boseman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,13,President,26137,President,What is the occupation of this entity?,INCORRECT
148,Chadwick Boseman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,13,President,26137,President,What is the occupation of this entity?,INCORRECT
149,Lupita Nyong'o,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
149,Lupita Nyong'o,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge2,actress,0,0,13,Writer/Author.,6492,Writer,What is the occupation of this entity?,INCORRECT
