ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken
53,Stephen Curry,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American.,28418,American
53,Stephen Curry,location_error,VisParam_TxtCont,"
American",American,mis_knowledge2,American,18,18,9,American.,28418,American
53,Stephen Curry,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge1,professional basketball player,18,18,9,Basketball player.,73649,Basket
53,Stephen Curry,Career_error,VisParam_TxtCont,"
Professional basketball player",Professional,mis_knowledge2,professional basketball player,18,18,9,Basketball player.,73649,Basket
54,Usain Bolt,location_error,VisParam_TxtCont,"
Jamaican",J,mis_knowledge1,Jamaican,18,18,9,Jamaican,41,J
54,Usain Bolt,location_error,VisTxtParam,"
Jamaican",J,mis_knowledge2,Jamaican,18,18,9,Jamaican,41,J
54,Usain Bolt,Career_error,VisTxtCont,"
Retired footballer",Ret,mis_knowledge1,retired sprinter,18,18,9,Athlete,85240,Ath
54,Usain Bolt,Career_error,VisTxtParam,"
Retired athlete",Ret,mis_knowledge2,retired sprinter,18,18,9,Athlete,85240,Ath
55,Simone Biles,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge1,American,18,18,9,American.,28418,American
55,Simone Biles,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American.,28418,American
55,Simone Biles,Career_error,VisParam_TxtCont,"
Gymnast",G,mis_knowledge1,gymnast,18,18,9,Gymnast,38,G
55,Simone Biles,Career_error,VisTxtCont,"
Basketball player.",Basket,mis_knowledge2,gymnast,18,18,9,Gymnast,38,G
56,Lewis Hamilton,Career_error,VisParam_TxtCont,"
Professional racer.",Professional,mis_knowledge1,Formula 1 racing driver,18,18,9,Formula One driver.,52676,Formula
56,Lewis Hamilton,Career_error,VisParam_TxtCont,"
Formula One driver.",Formula,mis_knowledge2,Formula 1 racing driver,18,18,9,Formula One driver.,52676,Formula
57,Virat Kohli,Temporal_error,VisTxtCont,"
1989",1,mis_knowledge1,1988,18,18,9,1987,16,1
57,Virat Kohli,Temporal_error,VisTxtCont,"
1987",1,mis_knowledge2,1988,18,18,9,1987,16,1
57,Virat Kohli,Career_error,VisParam_TxtCont,"
Cricket player",Cr,mis_knowledge1,cricketer,18,18,9,Cricket player.,16001,Cr
57,Virat Kohli,Career_error,VisParam_TxtCont,"
Cricket player",Cr,mis_knowledge2,cricketer,18,18,9,Cricket player.,16001,Cr
60,Jack Ma,location_error,VisTxtParam,"
Chinese.",Chinese,mis_knowledge1,Chinese,18,18,9,Chinese.,44923,Chinese
60,Jack Ma,location_error,VisTxtParam,"
Chinese.",Chinese,mis_knowledge2,Chinese,18,18,9,Chinese.,44923,Chinese
60,Jack Ma,Career_error,VisParam_TxtCont,"
Entrepreneur",Entre,mis_knowledge1,"[business magnate, investor, and philanthropist]",18,18,9,Entrepreneur.,70588,Entre
60,Jack Ma,Career_error,VisParam_TxtCont,"
Entrepreneur",Entre,mis_knowledge2,"[business magnate, investor, and philanthropist]",18,18,9,Entrepreneur.,70588,Entre
61,Tim Cook,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American.,28418,American
61,Tim Cook,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American.,28418,American
61,Tim Cook,Career_error,VisParam_TxtCont,"
CEO of Apple.",CEO,mis_knowledge1,business executive and CEO of Apple Inc,18,18,9,CEO,78496,CEO
61,Tim Cook,Career_error,VisTxtParam,"
CEO of Apple.",CEO,mis_knowledge2,business executive and CEO of Apple Inc,18,18,9,CEO,78496,CEO
62,Satya Nadella,Career_error,VisTxtParam,"
Business executive.",Business,mis_knowledge1,business executive and the CEO of Microsoft,18,18,9,Software Engineer.,19250,Software
62,Satya Nadella,Career_error,VisTxtParam,"
Business executive.",Business,mis_knowledge2,business executive and the CEO of Microsoft,18,18,9,Software Engineer.,19250,Software
63,Michelle Obama,location_error,VisTxtParam,"
American",American,mis_knowledge1,American,18,18,9,American.,28418,American
63,Michelle Obama,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American.,28418,American
63,Michelle Obama,Career_error,VisParam_TxtCont,"
Former First Lady.",Former,mis_knowledge1,"lawyer, author, and former First Lady of the United States",18,18,9,First Lady.,5338,First
63,Michelle Obama,Career_error,VisParam_TxtCont,"
Former First Lady.",Former,mis_knowledge2,"lawyer, author, and former First Lady of the United States",18,18,9,First Lady.,5338,First
64,Donald Trump,location_error,VisTxtParam,"
American",American,mis_knowledge1,American,18,18,9,American.,28418,American
64,Donald Trump,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American.,28418,American
64,Donald Trump,Career_error,VisTxtParam,"
Politician.",Polit,mis_knowledge1,"businessman, television personality, and politician",18,18,9,President of USA.,26137,President
64,Donald Trump,Career_error,VisTxtCont,"
President",President,mis_knowledge2,"businessman, television personality, and politician",18,18,9,President of USA.,26137,President
65,Justin Trudeau,location_error,VisTxtParam,"
Canadian.",Canadian,mis_knowledge1,Canadian,18,18,9,Canadian.,59574,Canadian
65,Justin Trudeau,location_error,VisParam_TxtCont,"
Canadian.",Canadian,mis_knowledge2,Canadian,18,18,9,Canadian.,59574,Canadian
65,Justin Trudeau,Career_error,VisTxtCont,"
President of Canada",President,mis_knowledge1,Prime Minister of Canada,18,18,9,Politician.,96347,Polit
65,Justin Trudeau,Career_error,VisParam_TxtCont,"
Politician.",Polit,mis_knowledge2,Prime Minister of Canada,18,18,9,Politician.,96347,Polit
66,Angela Merkel,location_error,VisTxtParam,"
German.",German,mis_knowledge1,German,18,18,9,German.,32079,German
66,Angela Merkel,location_error,VisTxtParam,"
German.",German,mis_knowledge2,German,18,18,9,German.,32079,German
66,Angela Merkel,Career_error,VisTxtParam,"
Former Chancellor.",Former,mis_knowledge1,politician and former Chancellor of Germany,18,18,9,Politician.,96347,Polit
66,Angela Merkel,Career_error,VisParam_TxtCont,"
Former Chancellor.",Former,mis_knowledge2,politician and former Chancellor of Germany,18,18,9,Politician.,96347,Polit
68,Malala Yousafzai,location_error,VisTxtCont,"
Afghan",Af,mis_knowledge1,Pakistani,18,18,9,Indian.,47564,Indian
68,Malala Yousafzai,location_error,VisTxtCont,"
Indian.",Indian,mis_knowledge2,Pakistani,18,18,9,Indian.,47564,Indian
68,Malala Yousafzai,Career_error,VisTxtCont,"
Professional athlete.",Professional,mis_knowledge1,activist for female education and the youngest Nobel Prize laureate,18,18,9,Educator.,97882,Educ
68,Malala Yousafzai,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,activist for female education and the youngest Nobel Prize laureate,18,18,9,Educator.,97882,Educ
70,Ellen DeGeneres,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
70,Ellen DeGeneres,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actress.,28418,American
70,Ellen DeGeneres,Career_error,VisParam_TxtCont,"
Television host.",Te,mis_knowledge1,"comedian, television host, actress, and writer",18,18,9,Talk show host.,36210,Talk
70,Ellen DeGeneres,Career_error,VisTxtParam,"
Comedian, host.",Com,mis_knowledge2,"comedian, television host, actress, and writer",18,18,9,Talk show host.,36210,Talk
71,Jimmy Fallon,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
71,Jimmy Fallon,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
71,Jimmy Fallon,Career_error,VisTxtParam,"
Television host.",Te,mis_knowledge1,"comedian, actor, and television host",18,18,9,Comedian.,1092,Com
71,Jimmy Fallon,Career_error,VisTxtParam,"
Comedian, host.",Com,mis_knowledge2,"comedian, actor, and television host",18,18,9,Comedian.,1092,Com
72,Stephen Colbert,Temporal_error,VisTxtCont,"
1965",1,mis_knowledge1,1964,18,18,9,1962,16,1
72,Stephen Colbert,Temporal_error,VisTxtCont,"
1963",1,mis_knowledge2,1964,18,18,9,1962,16,1
72,Stephen Colbert,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American.,28418,American
72,Stephen Colbert,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American.,28418,American
72,Stephen Colbert,Career_error,VisParam_TxtCont,"
Television host.",Te,mis_knowledge1,"comedian, actor, and television host",18,18,9,Comedian.,1092,Com
72,Stephen Colbert,Career_error,VisTxtParam,"
Comedian, host.",Com,mis_knowledge2,"comedian, actor, and television host",18,18,9,Comedian.,1092,Com
73,Conan O'Brien,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American.,28418,American
73,Conan O'Brien,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American.,28418,American
73,Conan O'Brien,Career_error,VisParam_TxtCont,"
Television host.",Te,mis_knowledge1,"comedian, writer, producer, and television host",18,18,9,Comedian.,1092,Com
73,Conan O'Brien,Career_error,VisTxtParam,"
Comedian, writer, producer.",Com,mis_knowledge2,"comedian, writer, producer, and television host",18,18,9,Comedian.,1092,Com
74,Trevor Noah,location_error,VisTxtCont,"
Namibian",Nam,mis_knowledge1,South African,18,18,9,American actor.,28418,American
74,Trevor Noah,location_error,VisTxtCont,"
Zimbabwean.",Z,mis_knowledge2,South African,18,18,9,American actor.,28418,American
74,Trevor Noah,Career_error,VisParam_TxtCont,"
Television host",Te,mis_knowledge1,"comedian, television host, and author",18,18,9,Actor/Comedian.,18870,Actor
74,Trevor Noah,Career_error,VisTxtParam,"
Comedian, architect, author.",Com,mis_knowledge2,"comedian, television host, and author",18,18,9,Actor/Comedian.,18870,Actor
75,John Cena,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American.,28418,American
75,John Cena,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American.,28418,American
75,John Cena,Career_error,VisParam_TxtCont,"
Professional wrestler.",Professional,mis_knowledge1,professional wrestler and actor,18,18,9,Professional wrestler.,57513,Professional
75,John Cena,Career_error,VisTxtParam,"
Professional wrestler.",Professional,mis_knowledge2,professional wrestler and actor,18,18,9,Professional wrestler.,57513,Professional
76,Floyd Mayweather,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American.,28418,American
76,Floyd Mayweather,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American.,28418,American
76,Floyd Mayweather,Career_error,VisTxtParam,"
Boxer",Box,mis_knowledge1,professional boxer,18,18,9,Boxer.,1611,Box
76,Floyd Mayweather,Career_error,VisParam_TxtCont,"
Boxer",Box,mis_knowledge2,professional boxer,18,18,9,Boxer.,1611,Box
77,Gordon Ramsay,location_error,VisTxtCont,"
Scottish.",Scott,mis_knowledge1,British,18,18,9,British,51861,British
77,Gordon Ramsay,location_error,VisTxtCont,"
Welsh.",Wel,mis_knowledge2,British,18,18,9,British,51861,British
77,Gordon Ramsay,Career_error,VisParam_TxtCont,"
Chef.",Chef,mis_knowledge2,"chef, restaurateur, and television personality",18,18,9,Chef.,93903,Chef
78,Jamie Oliver,Temporal_error,VisTxtCont,"
1976",1,mis_knowledge1,1975,18,18,9,1970,16,1
78,Jamie Oliver,Temporal_error,VisTxtCont,"
1974.",1,mis_knowledge2,1975,18,18,9,1970,16,1
78,Jamie Oliver,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,Britis,18,18,9,British,51861,British
78,Jamie Oliver,location_error,VisParam_TxtCont,"
British",British,mis_knowledge2,Britis,18,18,9,British,51861,British
78,Jamie Oliver,Career_error,VisParam_TxtCont,"
Chef.",Chef,mis_knowledge1,"[chef, restaurateur, and media personality]",18,18,9,Chef.,93903,Chef
78,Jamie Oliver,Career_error,VisParam_TxtCont,"
Chef.",Chef,mis_knowledge2,"[chef, restaurateur, and media personality]",18,18,9,Chef.,93903,Chef
79,Martha Stewart,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American.,28418,American
79,Martha Stewart,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American.,28418,American
79,Martha Stewart,Career_error,VisTxtParam,"
Television personality.",Te,mis_knowledge1,"businesswoman, writer, and television personality",18,18,9,Interior designer.,85125,Interior
79,Martha Stewart,Career_error,VisParam_TxtCont,"
Businesswoman, writer.",Business,mis_knowledge2,"businesswoman, writer, and television personality",18,18,9,Interior designer.,85125,Interior
80,Reese Witherspoon,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
80,Reese Witherspoon,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
80,Reese Witherspoon,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,actress and producer,18,18,9,Actress.,2414,Act
80,Reese Witherspoon,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge2,actress and producer,18,18,9,Actress.,2414,Act
81,Anne Hathaway,Temporal_error,VisTxtCont,"
1981",1,mis_knowledge1,1982,18,18,9,1975,16,1
81,Anne Hathaway,Temporal_error,VisTxtCont,"
1983",1,mis_knowledge2,1982,18,18,9,1975,16,1
81,Anne Hathaway,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
81,Anne Hathaway,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
81,Anne Hathaway,Career_error,VisTxtCont,"
Novelist.",Nov,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
81,Anne Hathaway,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
83,Emma Stone,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
83,Emma Stone,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
83,Emma Stone,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
83,Emma Stone,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
84,Ryan Gosling,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor and musician,18,18,9,Actor/Actress,18870,Actor
84,Ryan Gosling,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and musician,18,18,9,Actor/Actress,18870,Actor
85,Matthew McConaughey,location_error,VisCont_TxtParam,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
85,Matthew McConaughey,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
85,Matthew McConaughey,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge1,actor and producer,18,18,9,Actor/Actress,18870,Actor
85,Matthew McConaughey,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge2,actor and producer,18,18,9,Actor/Actress,18870,Actor
86,Leonardo DiCaprio,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
86,Leonardo DiCaprio,location_error,VisCont_TxtParam,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
86,Leonardo DiCaprio,Career_error,VisTxtParam,"
Film producer.",Film,mis_knowledge1,actor and film producer,18,18,9,Actor.,18870,Actor
86,Leonardo DiCaprio,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and film producer,18,18,9,Actor.,18870,Actor
87,Matt Damon,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,18,18,9,American actor.,28418,American
87,Matt Damon,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
87,Matt Damon,Career_error,VisParam_TxtCont,"
Actor, producer, writer.",Actor,mis_knowledge1,"actor, producer, and screenwriter",18,18,9,Actor/Actress,18870,Actor
87,Matt Damon,Career_error,VisTxtParam,"
Actor, producer, writer.",Actor,mis_knowledge2,"actor, producer, and screenwriter",18,18,9,Actor/Actress,18870,Actor
88,Ben Affleck,Temporal_error,VisTxtCont,"
1971",1,mis_knowledge1,1972,18,18,9,1970,16,1
88,Ben Affleck,Temporal_error,VisTxtCont,"
1973",1,mis_knowledge2,1972,18,18,9,1970,16,1
88,Ben Affleck,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
88,Ben Affleck,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
88,Ben Affleck,Career_error,VisTxtCont,"
Chef, director, producer.",Chef,mis_knowledge1,"actor, director, and producer",18,18,9,Actor/Entertainer.,18870,Actor
88,Ben Affleck,Career_error,VisCont_TxtParam,"
Actor, producer, architect.",Actor,mis_knowledge2,"actor, director, and producer",18,18,9,Actor/Entertainer.,18870,Actor
89,George Clooney,location_error,VisCont_TxtParam,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
89,George Clooney,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
89,George Clooney,Career_error,VisParam_TxtCont,"
Actor, director, producer.",Actor,mis_knowledge1,"actor, director, and producer",18,18,9,Actor/Actress.,18870,Actor
89,George Clooney,Career_error,VisTxtParam,"
Actor, director, producer.",Actor,mis_knowledge2,"actor, director, and producer",18,18,9,Actor/Actress.,18870,Actor
90,Julia Roberts,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,18,18,9,American actress,28418,American
90,Julia Roberts,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actress,28418,American
90,Julia Roberts,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress,2414,Act
90,Julia Roberts,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,18,18,9,Actress,2414,Act
91,Nicole Kidman,location_error,VisTxtCont,"
New Zealand-American.",New,mis_knowledge1,[Australian-American],18,18,9,American actress.,28418,American
91,Nicole Kidman,location_error,VisTxtCont,"
Australian-British",Australian,mis_knowledge2,[Australian-American],18,18,9,American actress.,28418,American
91,Nicole Kidman,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,[actress and producer],18,18,9,Actress.,2414,Act
91,Nicole Kidman,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,[actress and producer],18,18,9,Actress.,2414,Act
92,Meryl Streep,location_error,VisCont_TxtParam,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
92,Meryl Streep,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actress.,28418,American
92,Meryl Streep,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
92,Meryl Streep,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
93,Cate Blanchett,Temporal_error,VisTxtCont,"
1968.",1,mis_knowledge1,1969,18,18,9,1967,16,1
93,Cate Blanchett,Temporal_error,VisTxtCont,"
1970",1,mis_knowledge2,1969,18,18,9,1967,16,1
93,Cate Blanchett,location_error,VisTxtCont,"
New Zealand",New,mis_knowledge1,Australian,18,18,9,Australian.,74241,Australian
93,Cate Blanchett,location_error,VisTxtCont,"
Papua New Guinean",P,mis_knowledge2,Australian,18,18,9,Australian.,74241,Australian
93,Cate Blanchett,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
93,Cate Blanchett,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
94,Charlize Theron,location_error,VisTxtCont,"
Namibian",Nam,mis_knowledge1,South African,18,18,9,American actress.,28418,American
94,Charlize Theron,location_error,VisTxtCont,"
Botswanan",Bot,mis_knowledge2,South African,18,18,9,American actress.,28418,American
94,Charlize Theron,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress and producer,18,18,9,Actress.,2414,Act
94,Charlize Theron,Career_error,VisTxtParam,"
Actor/actress.",Actor,mis_knowledge2,actress and producer,18,18,9,Actress.,2414,Act
95,Idris Elba,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,"actor, producer, musician, and DJ",18,18,9,Actor.,18870,Actor
95,Idris Elba,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,"actor, producer, musician, and DJ",18,18,9,Actor.,18870,Actor
96,Denzel Washington,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,18,18,9,American actor.,28418,American
96,Denzel Washington,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
96,Denzel Washington,Career_error,VisTxtCont,"
Chef and filmmaker.",Chef,mis_knowledge1,actor and filmmaker,18,18,9,Actor/Actress,18870,Actor
96,Denzel Washington,Career_error,VisTxtParam,"
Actor and filmmaker.",Actor,mis_knowledge2,actor and filmmaker,18,18,9,Actor/Actress,18870,Actor
97,Morgan Freeman,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge1,American,18,18,9,American actor.,28418,American
97,Morgan Freeman,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
97,Morgan Freeman,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and narrator,18,18,9,Actor/Actress,18870,Actor
97,Morgan Freeman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and narrator,18,18,9,Actor/Actress,18870,Actor
98,Samuel L,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
98,Samuel L,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
98,Samuel L,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and producer,18,18,9,Actor/Actress,18870,Actor
98,Samuel L,Career_error,VisTxtParam,"
Actor/Producer.",Actor,mis_knowledge2,actor and producer,18,18,9,Actor/Actress,18870,Actor
99,Liam Neeson,Temporal_error,VisTxtCont,"
1951",1,mis_knowledge1,1952,18,18,9,1954,16,1
99,Liam Neeson,Temporal_error,VisTxtCont,"
1953",1,mis_knowledge2,1952,18,18,9,1954,16,1
99,Liam Neeson,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,18,18,9,Actor/Actress.,18870,Actor
99,Liam Neeson,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge2,actor,18,18,9,Actor/Actress.,18870,Actor
100,Jason Statham,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor and former professional diver,18,18,9,Actor/Actress,18870,Actor
100,Jason Statham,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,actor and former professional diver,18,18,9,Actor/Actress,18870,Actor
101,Vin Diesel,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
101,Vin Diesel,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
101,Vin Diesel,Career_error,VisTxtParam,"
Actor/producer.",Actor,mis_knowledge1,actor and producer,18,18,9,Actor/actress.,18870,Actor
101,Vin Diesel,Career_error,VisTxtParam,"
Actor/producer.",Actor,mis_knowledge2,actor and producer,18,18,9,Actor/actress.,18870,Actor
102,Arnold Schwarzenegger,location_error,VisTxtCont,"
German-American",German,mis_knowledge1,Austrian-American,18,18,9,American actor.,28418,American
102,Arnold Schwarzenegger,location_error,VisTxtCont,"
Swiss-American",Sw,mis_knowledge2,Austrian-American,18,18,9,American actor.,28418,American
102,Arnold Schwarzenegger,Career_error,VisTxtCont,"
Actor, chef, politician.",Actor,mis_knowledge1,"bodybuilder, actor, and former politician",18,18,9,Actor/Actress,18870,Actor
102,Arnold Schwarzenegger,Career_error,VisTxtParam,"
Bodybuilder.",Body,mis_knowledge2,"bodybuilder, actor, and former politician",18,18,9,Actor/Actress,18870,Actor
103,Sylvester Stallone,Temporal_error,VisTxtCont,"
1945.",1,mis_knowledge1,1946,18,18,9,1946,16,1
103,Sylvester Stallone,Temporal_error,VisTxtCont,"
1947.",1,mis_knowledge2,1946,18,18,9,1946,16,1
103,Sylvester Stallone,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,18,18,9,American actor.,28418,American
103,Sylvester Stallone,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
103,Sylvester Stallone,Career_error,VisTxtCont,"
Chef, filmmaker, screenwriter.",Chef,mis_knowledge1,"actor, filmmaker, and screenwriter",18,18,9,Actor/Actress,18870,Actor
103,Sylvester Stallone,Career_error,VisTxtParam,"
Actor, director, writer.",Actor,mis_knowledge2,"actor, filmmaker, and screenwriter",18,18,9,Actor/Actress,18870,Actor
104,Jackie Chan,location_error,VisTxtCont,"
Hong Kongese.",Hong,mis_knowledge1,Chinese,18,18,9,Chinese actor.,44923,Chinese
104,Jackie Chan,location_error,VisTxtCont,"
Taiwanese.",Tai,mis_knowledge2,Chinese,18,18,9,Chinese actor.,44923,Chinese
104,Jackie Chan,Career_error,VisTxtCont,"
Actor, chef, filmmaker.",Actor,mis_knowledge1,"martial artist, actor, and filmmaker",18,18,9,Actor/Actress,18870,Actor
104,Jackie Chan,Career_error,VisTxtParam,"
Film director.",Film,mis_knowledge2,"martial artist, actor, and filmmaker",18,18,9,Actor/Actress,18870,Actor
106,Bruce Willis,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
106,Bruce Willis,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
106,Bruce Willis,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,18,18,9,Actor/Actress,18870,Actor
106,Bruce Willis,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,18,18,9,Actor/Actress,18870,Actor
107,Steven Spielberg,Temporal_error,VisTxtCont,"
1947",1,mis_knowledge1,1946,18,18,9,1942,16,1
107,Steven Spielberg,Temporal_error,VisTxtCont,"
1945",1,mis_knowledge2,1946,18,18,9,1942,16,1
107,Steven Spielberg,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,18,18,9,American actor.,28418,American
107,Steven Spielberg,location_error,VisTxtParam,"
American",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
107,Steven Spielberg,Career_error,VisCont_TxtParam,"
Novelist.",Nov,mis_knowledge1,filmmaker,18,18,9,Film director.,51487,Film
107,Steven Spielberg,Career_error,VisTxtParam,"
Film director.",Film,mis_knowledge2,filmmaker,18,18,9,Film director.,51487,Film
108,Quentin Tarantino,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
108,Quentin Tarantino,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
108,Quentin Tarantino,Career_error,VisParam_TxtCont,"
Actor, director, writer.",Actor,mis_knowledge1,"filmmaker, screenwriter, and actor",18,18,9,Film director.,51487,Film
108,Quentin Tarantino,Career_error,VisTxtParam,"
Filmmaker, chef, actor.",Fil,mis_knowledge2,"filmmaker, screenwriter, and actor",18,18,9,Film director.,51487,Film
109,Christopher Nolan,location_error,VisTxtCont,"
British-Canadian.",British,mis_knowledge1,British-American,18,18,9,British,51861,British
109,Christopher Nolan,location_error,VisTxtCont,"
Irish-American.",Ir,mis_knowledge2,British-American,18,18,9,British,51861,British
