ID,Entity,Category,Group,Query,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,ctx_first_token_id,layer,head,pos_src_count,pos_dst_count,baseline_logit_noRAG,patched_logit_noRAG,delta
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,16,1369,1369,1.80078125,1.8037109375,0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,17,1369,1369,1.80078125,1.8037109375,0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,18,1369,1369,1.80078125,1.8095703125,0.0087890625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,19,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,20,1369,1369,1.80078125,1.794921875,-0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,21,1369,1369,1.80078125,1.826171875,0.025390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,22,1369,1369,1.80078125,1.794921875,-0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,23,1369,1369,1.80078125,1.8046875,0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,24,1369,1369,1.80078125,1.791015625,-0.009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,25,1369,1369,1.80078125,1.806640625,0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,26,1369,1369,1.80078125,1.794921875,-0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,27,1369,1369,1.80078125,1.8017578125,0.0009765625
