,ID,Entity,Category,Query,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,dst_start,k,ablated_layers,ablate_component,ablate_scope,New_Answer,TopDecodedTokenID,TopDecodedToken,pos_count,Pred
141,31,Chris Pratt,Temporal_error,What year was the entity born?,VisTxtCont,1980.,1,mis_knowledge2,1979,1980,0,3,0..3,mlp,positions,1979,16,1,1073,CORRECT
142,31,Chris Pratt,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,1073,CORRECT
143,31,Chris Pratt,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,1073,CORRECT
144,31,Chris Pratt,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,actor,chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,1073,CORRECT
145,31,Chris Pratt,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,actor,software engineer,0,3,0..3,mlp,positions,Actor.,18870,Actor,1073,CORRECT
146,32,Jennifer Lawrence,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1990,1989,0,3,0..3,mlp,positions,2000,17,2,962,INCORRECT
147,32,Jennifer Lawrence,Temporal_error,What year was the entity born?,VisTxtCont,1991,1,mis_knowledge2,1990,1991,0,3,0..3,mlp,positions,2000,17,2,962,INCORRECT
148,32,Jennifer Lawrence,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,962,CORRECT
149,32,Jennifer Lawrence,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,962,CORRECT
150,32,Jennifer Lawrence,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,chef,0,3,0..3,mlp,positions,Actress,2414,Act,962,CORRECT
151,32,Jennifer Lawrence,Career_error,What is the occupation of the entity?,VisTxtParam,Actress.,Act,mis_knowledge2,actress,pilot,0,3,0..3,mlp,positions,Actress,2414,Act,962,CORRECT
152,33,Gal Gadot,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Model and actress.,Model,mis_knowledge1,actress and model,chef,0,3,0..3,mlp,positions,Actress,2414,Act,1110,CORRECT
153,33,Gal Gadot,Career_error,What is the occupation of the entity?,VisTxtParam,Actress.,Act,mis_knowledge2,actress and model,architect,0,3,0..3,mlp,positions,Actress,2414,Act,1110,CORRECT
154,34,Henry Cavill,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,3,0..3,mlp,positions,American,28418,American,777,INCORRECT
155,34,Henry Cavill,location_error,What is the nationality of the entity?,VisTxtCont,French.,French,mis_knowledge2,British,French,0,3,0..3,mlp,positions,American,28418,American,777,INCORRECT
156,34,Henry Cavill,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,777,CORRECT
157,34,Henry Cavill,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,pilot,0,3,0..3,mlp,positions,Actor.,18870,Actor,777,CORRECT
158,35,Benedict Cumberbatch,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,3,0..3,mlp,positions,British,51861,British,925,CORRECT
159,35,Benedict Cumberbatch,location_error,What is the nationality of the entity?,VisTxtCont,Scottish.,Scott,mis_knowledge2,British,Scottish,0,3,0..3,mlp,positions,British,51861,British,925,CORRECT
160,35,Benedict Cumberbatch,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,925,CORRECT
161,35,Benedict Cumberbatch,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,architect,0,3,0..3,mlp,positions,Actor.,18870,Actor,925,CORRECT
162,36,Keanu Reeves,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,0,3,0..3,mlp,positions,1964,16,1,999,CORRECT
163,36,Keanu Reeves,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,0,3,0..3,mlp,positions,1964,16,1,999,CORRECT
164,36,Keanu Reeves,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,999,CORRECT
165,36,Keanu Reeves,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,pilot,0,3,0..3,mlp,positions,Actor.,18870,Actor,999,CORRECT
166,37,Ryan Reynolds,Temporal_error,What year was the entity born?,VisTxtCont,1975.,1,mis_knowledge1,1976,1975,0,3,0..3,mlp,positions,1972,16,1,999,INCORRECT
167,37,Ryan Reynolds,Temporal_error,What year was the entity born?,VisTxtCont,1977.,1,mis_knowledge2,1976,1977,0,3,0..3,mlp,positions,1972,16,1,999,INCORRECT
168,37,Ryan Reynolds,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor and producer,chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,999,CORRECT
169,37,Ryan Reynolds,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and producer,architect,0,3,0..3,mlp,positions,Actor.,18870,Actor,999,CORRECT
170,38,Hugh Jackman,Temporal_error,What year was the entity born?,VisTxtCont,1969.,1,mis_knowledge1,1968,1969,0,3,0..3,mlp,positions,1968,16,1,962,CORRECT
171,38,Hugh Jackman,Temporal_error,What year was the entity born?,VisTxtCont,1967.,1,mis_knowledge2,1968,1967,0,3,0..3,mlp,positions,1968,16,1,962,CORRECT
172,38,Hugh Jackman,location_error,What is the nationality of the entity?,VisTxtCont,New Zealand,New,mis_knowledge1,Australian,New Zealander,0,3,0..3,mlp,positions,Australian,74241,Australian,962,CORRECT
173,38,Hugh Jackman,location_error,What is the nationality of the entity?,VisTxtCont,British.,British,mis_knowledge2,Australian,British,0,3,0..3,mlp,positions,Australian,74241,Australian,962,CORRECT
174,38,Hugh Jackman,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,"actor, singer, and producer",chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,962,CORRECT
175,38,Hugh Jackman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,"actor, singer, and producer",architect,0,3,0..3,mlp,positions,Actor.,18870,Actor,962,CORRECT
176,39,Priyanka Chopra,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,"actress, producer, and former Miss World",chef,0,3,0..3,mlp,positions,Actress,2414,Act,999,CORRECT
177,39,Priyanka Chopra,Career_error,What is the occupation of the entity?,VisTxtParam,Actress,Act,mis_knowledge2,"actress, producer, and former Miss World",architect,0,3,0..3,mlp,positions,Actress,2414,Act,999,CORRECT
178,40,Nicki Minaj,Temporal_error,What year was the entity born?,VisTxtCont,1981.,1,mis_knowledge1,1982,1981,0,3,0..3,mlp,positions,2000,17,2,962,INCORRECT
179,40,Nicki Minaj,Temporal_error,What year was the entity born?,VisTxtCont,1983.,1,mis_knowledge2,1982,1983,0,3,0..3,mlp,positions,2000,17,2,962,INCORRECT
180,40,Nicki Minaj,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,"rapper, singer, and songwriter",novelist,0,3,0..3,mlp,positions,Singer.,50,S,962,CORRECT
181,40,Nicki Minaj,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Rapper,R,mis_knowledge2,"rapper, singer, and songwriter",chef,0,3,0..3,mlp,positions,Singer.,50,S,962,CORRECT
182,41,Cardi B,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,999,CORRECT
183,41,Cardi B,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,999,CORRECT
184,41,Cardi B,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Rapper,R,mis_knowledge1,rapper and singer,chef and baker,0,3,0..3,mlp,positions,Rapper,49,R,999,CORRECT
185,41,Cardi B,Career_error,What is the occupation of the entity?,VisTxtCont,Software engineer.,Software,mis_knowledge2,rapper and singer,software engineer,0,3,0..3,mlp,positions,Rapper,49,R,999,CORRECT
186,42,Post Malone,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,1296,CORRECT
187,42,Post Malone,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,1296,CORRECT
188,42,Post Malone,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Rapper, songwriter.",R,mis_knowledge1,"singer, rapper, and songwriter",chef,0,3,0..3,mlp,positions,Rapper.,49,R,1296,CORRECT
189,42,Post Malone,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer.,S,mis_knowledge2,"singer, rapper, and songwriter",architect,0,3,0..3,mlp,positions,Rapper.,49,R,1296,CORRECT
190,43,Ed Sheeran,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,3,0..3,mlp,positions,British,51861,British,1369,CORRECT
191,43,Ed Sheeran,location_error,What is the nationality of the entity?,VisTxtCont,Scottish.,Scott,mis_knowledge2,British,Scottish,0,3,0..3,mlp,positions,British,51861,British,1369,CORRECT
192,43,Ed Sheeran,Career_error,What is the occupation of the entity?,VisTxtCont,Professional footballer.,Professional,mis_knowledge1,singer-songwriter,professional footballer,0,3,0..3,mlp,positions,Singer-songwriter.,50,S,1369,CORRECT
193,43,Ed Sheeran,Career_error,What is the occupation of the entity?,VisTxtCont,Software engineer.,Software,mis_knowledge2,singer-songwriter,software engineer,0,3,0..3,mlp,positions,Singer-songwriter.,50,S,1369,CORRECT
194,44,Bruno Mars,Temporal_error,What year was the entity born?,VisTxtCont,1984.,1,mis_knowledge1,1985,1984,0,3,0..3,mlp,positions,1985,16,1,999,CORRECT
195,44,Bruno Mars,Temporal_error,What year was the entity born?,VisTxtCont,1986.,1,mis_knowledge2,1985,1986,0,3,0..3,mlp,positions,1985,16,1,999,CORRECT
196,44,Bruno Mars,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,"singer, songwriter, and record producer",chef,0,3,0..3,mlp,positions,Musician.,24128,Music,999,CORRECT
197,44,Bruno Mars,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer.,S,mis_knowledge2,"singer, songwriter, and record producer",architect,0,3,0..3,mlp,positions,Musician.,24128,Music,999,CORRECT
198,45,Adele,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1988,1989,0,3,0..3,mlp,positions,2005,17,2,962,INCORRECT
199,45,Adele,Temporal_error,What year was the entity born?,VisTxtCont,1987.,1,mis_knowledge2,1988,1987,0,3,0..3,mlp,positions,2005,17,2,962,INCORRECT
200,45,Adele,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,3,0..3,mlp,positions,American,28418,American,962,INCORRECT
201,45,Adele,location_error,What is the nationality of the entity?,VisTxtCont,Scottish.,Scott,mis_knowledge2,British,Scottish,0,3,0..3,mlp,positions,American,28418,American,962,INCORRECT
202,45,Adele,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,singer-songwriter,novelist,0,3,0..3,mlp,positions,Singer.,50,S,962,CORRECT
203,45,Adele,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge2,singer-songwriter,chef,0,3,0..3,mlp,positions,Singer.,50,S,962,CORRECT
204,46,Harry Styles,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,3,0..3,mlp,positions,British,51861,British,962,CORRECT
205,46,Harry Styles,location_error,What is the nationality of the entity?,VisTxtCont,Welsh.,Wel,mis_knowledge2,British,Welsh,0,3,0..3,mlp,positions,British,51861,British,962,CORRECT
206,46,Harry Styles,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Actor, singer, songwriter.",Actor,mis_knowledge1,"singer, songwriter, and actor",chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,962,INCORRECT
207,46,Harry Styles,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, actor, architect.",S,mis_knowledge2,"singer, songwriter, and actor",architect,0,3,0..3,mlp,positions,Actor.,18870,Actor,962,INCORRECT
208,47,Shawn Mendes,location_error,What is the nationality of the entity?,VisTxtCont,American.,American,mis_knowledge1,Canadian,American,0,3,0..3,mlp,positions,Canadian,59574,Canadian,1369,CORRECT
209,47,Shawn Mendes,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,Canadian,Mexican,0,3,0..3,mlp,positions,Canadian,59574,Canadian,1369,CORRECT
210,47,Shawn Mendes,Career_error,What is the occupation of the entity?,VisTxtCont,Professional athlete.,Professional,mis_knowledge1,singer-songwriter and musician,professional athlete,0,3,0..3,mlp,positions,Singer-songwriter,50,S,1369,CORRECT
211,47,Shawn Mendes,Career_error,What is the occupation of the entity?,VisTxtCont,Software engineer.,Software,mis_knowledge2,singer-songwriter and musician,software engineer,0,3,0..3,mlp,positions,Singer-songwriter,50,S,1369,CORRECT
212,48,Billie Eilish,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,851,CORRECT
213,48,Billie Eilish,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,851,CORRECT
214,48,Billie Eilish,Career_error,What is the occupation of the entity?,VisTxtCont,Professional dancer.,Professional,mis_knowledge1,singer-songwriter,professional dancer,0,3,0..3,mlp,positions,Model.,1712,Model,851,INCORRECT
215,48,Billie Eilish,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist.,Nov,mis_knowledge2,singer-songwriter,novelist,0,3,0..3,mlp,positions,Model.,1712,Model,851,INCORRECT
216,49,Serena Williams,Temporal_error,What year was the entity born?,VisTxtCont,1982.,1,mis_knowledge1,1981,1982,0,3,0..3,mlp,positions,1987,16,1,888,INCORRECT
217,49,Serena Williams,Temporal_error,What year was the entity born?,VisTxtCont,1980.,1,mis_knowledge2,1981,1980,0,3,0..3,mlp,positions,1987,16,1,888,INCORRECT
218,49,Serena Williams,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American.,28418,American,888,CORRECT
219,49,Serena Williams,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American.,28418,American,888,CORRECT
220,49,Serena Williams,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge1,professional tennis player,professional basketball player,0,3,0..3,mlp,positions,Professional tennis player.,57513,Professional,888,CORRECT
221,49,Serena Williams,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge2,professional tennis player,professional golfer,0,3,0..3,mlp,positions,Professional tennis player.,57513,Professional,888,CORRECT
222,50,Roger Federer,Temporal_error,What year was the entity born?,VisTxtCont,1982.,1,mis_knowledge1,1981,1982,0,3,0..3,mlp,positions,1980,16,1,1147,INCORRECT
223,50,Roger Federer,Temporal_error,What year was the entity born?,VisTxtCont,1980.,1,mis_knowledge2,1981,1980,0,3,0..3,mlp,positions,1980,16,1,1147,INCORRECT
224,50,Roger Federer,location_error,What is the nationality of the entity?,VisCont_TxtParam,German.,German,mis_knowledge1,Swiss,German,0,3,0..3,mlp,positions,Swiss,13218,Sw,1147,CORRECT
225,50,Roger Federer,location_error,What is the nationality of the entity?,VisTxtCont,Austrian.,A,mis_knowledge2,Swiss,Austrian,0,3,0..3,mlp,positions,Swiss,13218,Sw,1147,CORRECT
226,50,Roger Federer,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge1,retired professional tennis player,professional soccer player,0,3,0..3,mlp,positions,Professional tennis player.,57513,Professional,1147,CORRECT
227,50,Roger Federer,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge2,retired professional tennis player,professional golfer,0,3,0..3,mlp,positions,Professional tennis player.,57513,Professional,1147,CORRECT
228,51,Novak Djokovic,Temporal_error,What year was the entity born?,VisTxtCont,1986.,1,mis_knowledge1,1987,1986,0,3,0..3,mlp,positions,1987,16,1,777,CORRECT
229,51,Novak Djokovic,Temporal_error,What year was the entity born?,VisTxtCont,1988.,1,mis_knowledge2,1987,1988,0,3,0..3,mlp,positions,1987,16,1,777,CORRECT
230,51,Novak Djokovic,location_error,What is the nationality of the entity?,VisTxtCont,Montenegrin.,Mont,mis_knowledge1,Serbian,Montenegrin,0,3,0..3,mlp,positions,Serbian.,31745,Ser,777,CORRECT
231,51,Novak Djokovic,location_error,What is the nationality of the entity?,VisTxtCont,Croatian.,C,mis_knowledge2,Serbian,Croatian,0,3,0..3,mlp,positions,Serbian.,31745,Ser,777,CORRECT
232,51,Novak Djokovic,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge1,professional tennis player,professional soccer player,0,3,0..3,mlp,positions,Professional tennis player.,57513,Professional,777,CORRECT
233,51,Novak Djokovic,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge2,professional tennis player,professional basketball player,0,3,0..3,mlp,positions,Professional tennis player.,57513,Professional,777,CORRECT
234,52,Kobe Bryant,Temporal_error,What year was the entity born?,VisTxtCont,1979.,1,mis_knowledge1,1978,1979,0,3,0..3,mlp,positions,1978,16,1,999,CORRECT
235,52,Kobe Bryant,Temporal_error,What year was the entity born?,VisTxtCont,1977.,1,mis_knowledge2,1978,1977,0,3,0..3,mlp,positions,1978,16,1,999,CORRECT
236,52,Kobe Bryant,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,999,CORRECT
237,52,Kobe Bryant,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,999,CORRECT
238,52,Kobe Bryant,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Basketball player,Basket,mis_knowledge1,former professional basketball player,professional football player,0,3,0..3,mlp,positions,Basketball player.,73649,Basket,999,CORRECT
239,52,Kobe Bryant,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge2,former professional basketball player,professional baseball player,0,3,0..3,mlp,positions,Basketball player.,73649,Basket,999,CORRECT
240,53,Stephen Curry,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1988,1989,0,3,0..3,mlp,positions,1986,16,1,1369,INCORRECT
241,53,Stephen Curry,Temporal_error,What year was the entity born?,VisTxtCont,1987.,1,mis_knowledge2,1988,1987,0,3,0..3,mlp,positions,1986,16,1,1369,INCORRECT
242,53,Stephen Curry,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,1369,CORRECT
243,53,Stephen Curry,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,1369,CORRECT
244,53,Stephen Curry,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge1,professional basketball player,professional soccer player,0,3,0..3,mlp,positions,Basketball player.,73649,Basket,1369,CORRECT
245,53,Stephen Curry,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge2,professional basketball player,professional golfer,0,3,0..3,mlp,positions,Basketball player.,73649,Basket,1369,CORRECT
246,54,Usain Bolt,Temporal_error,What year was the entity born?,VisTxtCont,1985.,1,mis_knowledge1,1986,1985,0,3,0..3,mlp,positions,1987,16,1,999,INCORRECT
247,54,Usain Bolt,Temporal_error,What year was the entity born?,VisTxtCont,1987.,1,mis_knowledge2,1986,1987,0,3,0..3,mlp,positions,1987,16,1,999,INCORRECT
248,54,Usain Bolt,location_error,What is the nationality of the entity?,VisParam_TxtCont,Jamaican,J,mis_knowledge1,Jamaican,Haitian,0,3,0..3,mlp,positions,Jamaican,41,J,999,CORRECT
249,54,Usain Bolt,location_error,What is the nationality of the entity?,VisTxtParam,Jamaican,J,mis_knowledge2,Jamaican,Cuban,0,3,0..3,mlp,positions,Jamaican,41,J,999,CORRECT
250,54,Usain Bolt,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Athlete,Ath,mis_knowledge1,retired sprinter,footballer,0,3,0..3,mlp,positions,Athlete.,85240,Ath,999,CORRECT
251,54,Usain Bolt,Career_error,What is the occupation of the entity?,VisTxtParam,Retired athlete,Ret,mis_knowledge2,retired sprinter,basketball player,0,3,0..3,mlp,positions,Athlete.,85240,Ath,999,CORRECT
252,55,Simone Biles,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,999,CORRECT
253,55,Simone Biles,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,999,CORRECT
254,55,Simone Biles,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Gymnast.,G,mis_knowledge1,gymnast,swimmer,0,3,0..3,mlp,positions,Athlete.,85240,Ath,999,CORRECT
255,55,Simone Biles,Career_error,What is the occupation of the entity?,VisTxtCont,Basketball player.,Basket,mis_knowledge2,gymnast,basketball player,0,3,0..3,mlp,positions,Athlete.,85240,Ath,999,CORRECT
256,56,Lewis Hamilton,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,3,0..3,mlp,positions,British,51861,British,777,CORRECT
257,56,Lewis Hamilton,location_error,What is the nationality of the entity?,VisTxtParam,British,British,mis_knowledge2,British,French,0,3,0..3,mlp,positions,British,51861,British,777,CORRECT
258,56,Lewis Hamilton,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional racer.,Professional,mis_knowledge1,Formula 1 racing driver,professional golfer,0,3,0..3,mlp,positions,Racing driver.,49,R,777,CORRECT
259,56,Lewis Hamilton,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Formula One driver.,Formula,mis_knowledge2,Formula 1 racing driver,software engineer,0,3,0..3,mlp,positions,Racing driver.,49,R,777,CORRECT
260,57,Virat Kohli,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1988,1989,0,3,0..3,mlp,positions,2004,17,2,777,INCORRECT
261,57,Virat Kohli,Temporal_error,What year was the entity born?,VisTxtCont,1987,1,mis_knowledge2,1988,1987,0,3,0..3,mlp,positions,2004,17,2,777,INCORRECT
262,57,Virat Kohli,location_error,What is the nationality of the entity?,VisTxtParam,Indian.,Indian,mis_knowledge1,Indian,Pakistani,0,3,0..3,mlp,positions,Indian.,47564,Indian,777,CORRECT
263,57,Virat Kohli,location_error,What is the nationality of the entity?,VisCont_TxtParam,Bangladeshi.,Bang,mis_knowledge2,Indian,Bangladeshi,0,3,0..3,mlp,positions,Indian.,47564,Indian,777,CORRECT
264,57,Virat Kohli,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Cricket player,Cr,mis_knowledge1,cricketer,footballer,0,3,0..3,mlp,positions,Cricket player.,16001,Cr,777,CORRECT
265,57,Virat Kohli,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Cricket player,Cr,mis_knowledge2,cricketer,chef,0,3,0..3,mlp,positions,Cricket player.,16001,Cr,777,CORRECT
266,58,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge1,1971,1970,0,3,0..3,mlp,positions,1971,16,1,999,CORRECT
267,58,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1972.,1,mis_knowledge2,1971,1972,0,3,0..3,mlp,positions,1971,16,1,999,CORRECT
268,58,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtCont,Professional chef.,Professional,mis_knowledge1,"business magnate, investor, and engineer",professional chef,0,3,0..3,mlp,positions,Entrepreneur.,70588,Entre,999,CORRECT
269,58,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtParam,Entrepreneur,Entre,mis_knowledge2,"business magnate, investor, and engineer",ballet dancer,0,3,0..3,mlp,positions,Entrepreneur.,70588,Entre,999,CORRECT
270,59,Jeff Bezos,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,0,3,0..3,mlp,positions,1964,16,1,925,CORRECT
271,59,Jeff Bezos,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,0,3,0..3,mlp,positions,1964,16,1,925,CORRECT
272,59,Jeff Bezos,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,3,0..3,mlp,positions,American,28418,American,925,CORRECT
273,59,Jeff Bezos,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,3,0..3,mlp,positions,American,28418,American,925,CORRECT
274,59,Jeff Bezos,Career_error,What is the occupation of the entity?,VisTxtParam,Founder of Amazon.,Founder,mis_knowledge1,entrepreneur and founder of Amazon,chef,0,3,0..3,mlp,positions,Actor.,18870,Actor,925,INCORRECT
275,59,Jeff Bezos,Career_error,What is the occupation of the entity?,VisTxtParam,Founder of Amazon.,Founder,mis_knowledge2,entrepreneur and founder of Amazon,dentist,0,3,0..3,mlp,positions,Actor.,18870,Actor,925,INCORRECT
276,60,Jack Ma,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,0,3,0..3,mlp,positions,1964,16,1,999,CORRECT
277,60,Jack Ma,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,0,3,0..3,mlp,positions,1964,16,1,999,CORRECT
278,60,Jack Ma,location_error,What is the nationality of the entity?,VisTxtParam,Chinese.,Chinese,mis_knowledge1,Chinese,[Japanese],0,3,0..3,mlp,positions,Chinese,44923,Chinese,999,CORRECT
279,60,Jack Ma,location_error,What is the nationality of the entity?,VisTxtParam,Chinese.,Chinese,mis_knowledge2,Chinese,[Korean],0,3,0..3,mlp,positions,Chinese,44923,Chinese,999,CORRECT
280,60,Jack Ma,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Entrepreneur,Entre,mis_knowledge1,"[business magnate, investor, and philanthropist]",professional golfer,0,3,0..3,mlp,positions,Entrepreneur,70588,Entre,999,CORRECT
281,60,Jack Ma,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Entrepreneur,Entre,mis_knowledge2,"[business magnate, investor, and philanthropist]",chef,0,3,0..3,mlp,positions,Entrepreneur,70588,Entre,999,CORRECT
