ID,Entity,Category,Group,Query,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,ctx_first_token_id,dst_start,end_layer,patched_layers,head,pos_src_count,pos_dst_count,baseline_logit_noRAG,patched_logit_noRAG,delta
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,6,0..6,-1,1073,1073,3.697265625,3.7265625,0.029296875
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,7,0..7,-1,1073,1073,3.697265625,3.734375,0.037109375
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,8,0..8,-1,1073,1073,3.697265625,3.70703125,0.009765625
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,9,0..9,-1,1073,1073,3.697265625,3.66796875,-0.029296875
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,10,0..10,-1,1073,1073,3.697265625,3.6953125,-0.001953125
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,11,0..11,-1,1073,1073,3.697265625,3.822265625,0.125
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,12,0..12,-1,1073,1073,3.697265625,3.92578125,0.228515625
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,13,0..13,-1,1073,1073,3.697265625,3.91015625,0.212890625
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,14,0..14,-1,1073,1073,3.697265625,3.85546875,0.158203125
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,15,0..15,-1,1073,1073,3.697265625,3.869140625,0.171875
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,16,0..16,-1,1073,1073,3.697265625,3.86328125,0.166015625
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,17,0..17,-1,1073,1073,3.697265625,4.0546875,0.357421875
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,18,0..18,-1,1073,1073,3.697265625,4.05078125,0.353515625
31,Chris Pratt,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,actor,software engineer,36651,0,19,0..19,-1,1073,1073,3.697265625,4.0703125,0.373046875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,0,0..0,-1,962,962,27.25,27.25,0.0
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,1,0..1,-1,962,962,27.25,27.203125,-0.046875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,2,0..2,-1,962,962,27.25,27.1875,-0.0625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,3,0..3,-1,962,962,27.25,27.140625,-0.109375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,4,0..4,-1,962,962,27.25,27.1875,-0.0625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,5,0..5,-1,962,962,27.25,27.140625,-0.109375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,6,0..6,-1,962,962,27.25,27.203125,-0.046875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,7,0..7,-1,962,962,27.25,27.03125,-0.21875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,8,0..8,-1,962,962,27.25,26.703125,-0.546875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,9,0..9,-1,962,962,27.25,26.359375,-0.890625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,10,0..10,-1,962,962,27.25,26.390625,-0.859375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,11,0..11,-1,962,962,27.25,26.03125,-1.21875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,12,0..12,-1,962,962,27.25,25.46875,-1.78125
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,13,0..13,-1,962,962,27.25,24.859375,-2.390625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,14,0..14,-1,962,962,27.25,24.46875,-2.78125
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,15,0..15,-1,962,962,27.25,24.375,-2.875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,16,0..16,-1,962,962,27.25,24.109375,-3.140625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,17,0..17,-1,962,962,27.25,24.171875,-3.078125
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,18,0..18,-1,962,962,27.25,24.140625,-3.109375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1990,1989,16,0,19,0..19,-1,962,962,27.25,24.1875,-3.0625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,0,0..0,-1,962,962,27.25,27.265625,0.015625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,1,0..1,-1,962,962,27.25,27.21875,-0.03125
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,2,0..2,-1,962,962,27.25,27.203125,-0.046875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,3,0..3,-1,962,962,27.25,27.140625,-0.109375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,4,0..4,-1,962,962,27.25,27.1875,-0.0625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,5,0..5,-1,962,962,27.25,27.171875,-0.078125
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,6,0..6,-1,962,962,27.25,27.203125,-0.046875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,7,0..7,-1,962,962,27.25,27.015625,-0.234375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,8,0..8,-1,962,962,27.25,26.6875,-0.5625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,9,0..9,-1,962,962,27.25,26.359375,-0.890625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,10,0..10,-1,962,962,27.25,26.359375,-0.890625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,11,0..11,-1,962,962,27.25,25.984375,-1.265625
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,12,0..12,-1,962,962,27.25,25.40625,-1.84375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,13,0..13,-1,962,962,27.25,24.78125,-2.46875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,14,0..14,-1,962,962,27.25,24.4375,-2.8125
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,15,0..15,-1,962,962,27.25,24.265625,-2.984375
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,16,0..16,-1,962,962,27.25,24.0,-3.25
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,17,0..17,-1,962,962,27.25,24.125,-3.125
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,18,0..18,-1,962,962,27.25,24.078125,-3.171875
32,Jennifer Lawrence,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1990,1991,16,0,19,0..19,-1,962,962,27.25,24.109375,-3.140625
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,0,0..0,-1,962,962,17.453125,17.421875,-0.03125
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,1,0..1,-1,962,962,17.453125,17.40625,-0.046875
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,2,0..2,-1,962,962,17.453125,17.40625,-0.046875
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,3,0..3,-1,962,962,17.453125,17.4375,-0.015625
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,4,0..4,-1,962,962,17.453125,17.421875,-0.03125
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,5,0..5,-1,962,962,17.453125,17.421875,-0.03125
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,6,0..6,-1,962,962,17.453125,17.359375,-0.09375
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,7,0..7,-1,962,962,17.453125,17.34375,-0.109375
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,8,0..8,-1,962,962,17.453125,17.3125,-0.140625
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,9,0..9,-1,962,962,17.453125,17.25,-0.203125
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,10,0..10,-1,962,962,17.453125,17.25,-0.203125
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,11,0..11,-1,962,962,17.453125,17.15625,-0.296875
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,12,0..12,-1,962,962,17.453125,17.109375,-0.34375
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,13,0..13,-1,962,962,17.453125,17.34375,-0.109375
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,14,0..14,-1,962,962,17.453125,17.875,0.421875
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,15,0..15,-1,962,962,17.453125,17.703125,0.25
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,16,0..16,-1,962,962,17.453125,17.78125,0.328125
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,17,0..17,-1,962,962,17.453125,17.875,0.421875
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,18,0..18,-1,962,962,17.453125,17.796875,0.34375
32,Jennifer Lawrence,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,19,0..19,-1,962,962,17.453125,18.125,0.671875
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,0,0..0,-1,962,962,10.4296875,10.4375,0.0078125
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,1,0..1,-1,962,962,10.4296875,10.4296875,0.0
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,2,0..2,-1,962,962,10.4296875,10.4296875,0.0
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,3,0..3,-1,962,962,10.4296875,10.421875,-0.0078125
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,4,0..4,-1,962,962,10.4296875,10.4453125,0.015625
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,5,0..5,-1,962,962,10.4296875,10.4140625,-0.015625
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,6,0..6,-1,962,962,10.4296875,10.453125,0.0234375
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,7,0..7,-1,962,962,10.4296875,10.4453125,0.015625
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,8,0..8,-1,962,962,10.4296875,10.4296875,0.0
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,9,0..9,-1,962,962,10.4296875,10.4375,0.0078125
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,10,0..10,-1,962,962,10.4296875,10.4453125,0.015625
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,11,0..11,-1,962,962,10.4296875,10.5234375,0.09375
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,12,0..12,-1,962,962,10.4296875,10.5234375,0.09375
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,13,0..13,-1,962,962,10.4296875,10.6015625,0.171875
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,14,0..14,-1,962,962,10.4296875,10.6796875,0.25
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,15,0..15,-1,962,962,10.4296875,10.6640625,0.234375
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,16,0..16,-1,962,962,10.4296875,10.875,0.4453125
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,17,0..17,-1,962,962,10.4296875,10.8984375,0.46875
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,18,0..18,-1,962,962,10.4296875,10.9375,0.5078125
32,Jennifer Lawrence,location_error,VisParam_TxtCont,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,19,0..19,-1,962,962,10.4296875,11.0546875,0.625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,0,0..0,-1,962,962,4.08984375,4.09765625,0.0078125
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,1,0..1,-1,962,962,4.08984375,4.10546875,0.015625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,2,0..2,-1,962,962,4.08984375,4.078125,-0.01171875
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,3,0..3,-1,962,962,4.08984375,4.10546875,0.015625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,4,0..4,-1,962,962,4.08984375,4.09375,0.00390625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,5,0..5,-1,962,962,4.08984375,4.0625,-0.02734375
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,6,0..6,-1,962,962,4.08984375,4.05078125,-0.0390625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,7,0..7,-1,962,962,4.08984375,4.04296875,-0.046875
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,8,0..8,-1,962,962,4.08984375,4.02734375,-0.0625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,9,0..9,-1,962,962,4.08984375,4.0625,-0.02734375
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,10,0..10,-1,962,962,4.08984375,4.15625,0.06640625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,11,0..11,-1,962,962,4.08984375,4.16015625,0.0703125
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,12,0..12,-1,962,962,4.08984375,4.23046875,0.140625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,13,0..13,-1,962,962,4.08984375,4.20703125,0.1171875
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,14,0..14,-1,962,962,4.08984375,4.328125,0.23828125
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,15,0..15,-1,962,962,4.08984375,4.25,0.16015625
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,16,0..16,-1,962,962,4.08984375,4.17578125,0.0859375
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,17,0..17,-1,962,962,4.08984375,4.30078125,0.2109375
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,18,0..18,-1,962,962,4.08984375,4.390625,0.30078125
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress,chef,75079,0,19,0..19,-1,962,962,4.08984375,4.43359375,0.34375
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,0,0..0,-1,962,962,3.197265625,3.21484375,0.017578125
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,1,0..1,-1,962,962,3.197265625,3.201171875,0.00390625
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,2,0..2,-1,962,962,3.197265625,3.19921875,0.001953125
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,3,0..3,-1,962,962,3.197265625,3.203125,0.005859375
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,4,0..4,-1,962,962,3.197265625,3.201171875,0.00390625
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,5,0..5,-1,962,962,3.197265625,3.150390625,-0.046875
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,6,0..6,-1,962,962,3.197265625,3.1328125,-0.064453125
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,7,0..7,-1,962,962,3.197265625,3.11328125,-0.083984375
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,8,0..8,-1,962,962,3.197265625,3.07421875,-0.123046875
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,9,0..9,-1,962,962,3.197265625,3.12890625,-0.068359375
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,10,0..10,-1,962,962,3.197265625,3.20703125,0.009765625
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,11,0..11,-1,962,962,3.197265625,3.240234375,0.04296875
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,12,0..12,-1,962,962,3.197265625,3.271484375,0.07421875
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,13,0..13,-1,962,962,3.197265625,3.318359375,0.12109375
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,14,0..14,-1,962,962,3.197265625,3.271484375,0.07421875
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,15,0..15,-1,962,962,3.197265625,3.30078125,0.103515625
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,16,0..16,-1,962,962,3.197265625,3.384765625,0.1875
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,17,0..17,-1,962,962,3.197265625,3.546875,0.349609375
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,18,0..18,-1,962,962,3.197265625,3.61328125,0.416015625
32,Jennifer Lawrence,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress,pilot,79,0,19,0..19,-1,962,962,3.197265625,3.669921875,0.47265625
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,0,0..0,-1,1110,1110,4.55078125,4.53125,-0.01953125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,1,0..1,-1,1110,1110,4.55078125,4.53125,-0.01953125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,2,0..2,-1,1110,1110,4.55078125,4.53125,-0.01953125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,3,0..3,-1,1110,1110,4.55078125,4.58203125,0.03125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,4,0..4,-1,1110,1110,4.55078125,4.54296875,-0.0078125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,5,0..5,-1,1110,1110,4.55078125,4.51171875,-0.0390625
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,6,0..6,-1,1110,1110,4.55078125,4.47265625,-0.078125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,7,0..7,-1,1110,1110,4.55078125,4.390625,-0.16015625
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,8,0..8,-1,1110,1110,4.55078125,4.3828125,-0.16796875
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,9,0..9,-1,1110,1110,4.55078125,4.48046875,-0.0703125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,10,0..10,-1,1110,1110,4.55078125,4.53515625,-0.015625
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,11,0..11,-1,1110,1110,4.55078125,4.65234375,0.1015625
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,12,0..12,-1,1110,1110,4.55078125,4.6875,0.13671875
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,13,0..13,-1,1110,1110,4.55078125,4.67578125,0.125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,14,0..14,-1,1110,1110,4.55078125,4.66015625,0.109375
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,15,0..15,-1,1110,1110,4.55078125,4.6171875,0.06640625
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,16,0..16,-1,1110,1110,4.55078125,4.640625,0.08984375
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,17,0..17,-1,1110,1110,4.55078125,4.74609375,0.1953125
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,18,0..18,-1,1110,1110,4.55078125,4.76171875,0.2109375
33,Gal Gadot,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actress and model,chef,75079,0,19,0..19,-1,1110,1110,4.55078125,4.80078125,0.25
33,Gal Gadot,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress and model,architect,1113,0,0,0..0,-1,1110,1110,2.337890625,2.369140625,0.03125
33,Gal Gadot,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress and model,architect,1113,0,1,0..1,-1,1110,1110,2.337890625,2.359375,0.021484375
