ID,Entity,Category,Group,Query,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,ctx_first_token_id,dst_start,end_layer,patched_layers,head,pos_src_count,pos_dst_count,baseline_logit_noRAG,patched_logit_noRAG,logit_mockRAG,delta
33,Gal Gadot,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress and model,architect,1113,0,26,0..26,-1,1110,1110,2.341796875,2.267578125,10.015625,-0.07421875
33,Gal Gadot,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actress and model,architect,1113,0,27,0..27,-1,1110,1110,2.341796875,2.267578125,10.015625,-0.07421875
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,20,0..20,-1,777,777,4.921875,6.04296875,16.375,1.12109375
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,21,0..21,-1,777,777,4.921875,6.87890625,16.375,1.95703125
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,22,0..22,-1,777,777,4.921875,6.796875,16.375,1.875
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,23,0..23,-1,777,777,4.921875,7.5859375,16.375,2.6640625
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,24,0..24,-1,777,777,4.921875,7.58203125,16.375,2.66015625
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,25,0..25,-1,777,777,4.921875,7.5546875,16.375,2.6328125
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,26,0..26,-1,777,777,4.921875,7.53125,16.375,2.609375
34,Henry Cavill,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,27,0..27,-1,777,777,4.921875,7.53125,16.375,2.609375
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,20,0..20,-1,777,777,4.1328125,4.9453125,14.828125,0.8125
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,21,0..21,-1,777,777,4.1328125,4.98046875,14.828125,0.84765625
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,22,0..22,-1,777,777,4.1328125,5.015625,14.828125,0.8828125
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,23,0..23,-1,777,777,4.1328125,5.73828125,14.828125,1.60546875
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,24,0..24,-1,777,777,4.1328125,5.75390625,14.828125,1.62109375
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,25,0..25,-1,777,777,4.1328125,5.75390625,14.828125,1.62109375
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,26,0..26,-1,777,777,4.1328125,5.7265625,14.828125,1.59375
34,Henry Cavill,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,27,0..27,-1,777,777,4.1328125,5.7265625,14.828125,1.59375
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,20,0..20,-1,925,925,5.8515625,5.6953125,16.328125,-0.15625
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,21,0..21,-1,925,925,5.8515625,5.75390625,16.328125,-0.09765625
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,22,0..22,-1,925,925,5.8515625,5.75390625,16.328125,-0.09765625
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,23,0..23,-1,925,925,5.8515625,6.03125,16.328125,0.1796875
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,24,0..24,-1,925,925,5.8515625,6.03125,16.328125,0.1796875
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,25,0..25,-1,925,925,5.8515625,6.02734375,16.328125,0.17578125
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,26,0..26,-1,925,925,5.8515625,6.03515625,16.328125,0.18359375
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,27,0..27,-1,925,925,5.8515625,6.03515625,16.328125,0.18359375
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,20,0..20,-1,925,925,2.796875,2.87109375,13.6640625,0.07421875
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,21,0..21,-1,925,925,2.796875,2.859375,13.6640625,0.0625
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,22,0..22,-1,925,925,2.796875,2.8515625,13.6640625,0.0546875
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,23,0..23,-1,925,925,2.796875,3.302734375,13.6640625,0.505859375
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,24,0..24,-1,925,925,2.796875,3.275390625,13.6640625,0.478515625
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,25,0..25,-1,925,925,2.796875,3.30859375,13.6640625,0.51171875
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,26,0..26,-1,925,925,2.796875,3.294921875,13.6640625,0.498046875
35,Benedict Cumberbatch,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,architect,1113,0,27,0..27,-1,925,925,2.796875,3.294921875,13.6640625,0.498046875
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,20,0..20,-1,999,999,4.35546875,5.609375,15.578125,1.25390625
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,21,0..21,-1,999,999,4.35546875,6.16015625,15.578125,1.8046875
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,22,0..22,-1,999,999,4.35546875,6.09765625,15.578125,1.7421875
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,23,0..23,-1,999,999,4.35546875,6.9296875,15.578125,2.57421875
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,24,0..24,-1,999,999,4.35546875,6.92578125,15.578125,2.5703125
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,25,0..25,-1,999,999,4.35546875,6.90625,15.578125,2.55078125
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,26,0..26,-1,999,999,4.35546875,6.875,15.578125,2.51953125
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor,chef,75079,0,27,0..27,-1,999,999,4.35546875,6.875,15.578125,2.51953125
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,20,0..20,-1,999,999,4.078125,4.4453125,13.9609375,0.3671875
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,21,0..21,-1,999,999,4.078125,4.51171875,13.9609375,0.43359375
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,22,0..22,-1,999,999,4.078125,4.52734375,13.9609375,0.44921875
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,23,0..23,-1,999,999,4.078125,5.57421875,13.9609375,1.49609375
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,24,0..24,-1,999,999,4.078125,5.609375,13.9609375,1.53125
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,25,0..25,-1,999,999,4.078125,5.64453125,13.9609375,1.56640625
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,26,0..26,-1,999,999,4.078125,5.52734375,13.9609375,1.44921875
36,Keanu Reeves,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor,pilot,79,0,27,0..27,-1,999,999,4.078125,5.52734375,13.9609375,1.44921875
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,20,0..20,-1,999,999,2.376953125,3.17578125,12.7734375,0.798828125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,21,0..21,-1,999,999,2.376953125,3.23828125,12.7734375,0.861328125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,22,0..22,-1,999,999,2.376953125,3.28125,12.7734375,0.904296875
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,23,0..23,-1,999,999,2.376953125,3.490234375,12.7734375,1.11328125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,24,0..24,-1,999,999,2.376953125,3.474609375,12.7734375,1.09765625
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,25,0..25,-1,999,999,2.376953125,3.46875,12.7734375,1.091796875
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,26,0..26,-1,999,999,2.376953125,3.45703125,12.7734375,1.080078125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,actor and producer,chef,75079,0,27,0..27,-1,999,999,2.376953125,3.45703125,12.7734375,1.080078125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,20,0..20,-1,999,999,1.99609375,1.4619140625,10.9140625,-0.5341796875
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,21,0..21,-1,999,999,1.99609375,1.421875,10.9140625,-0.57421875
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,22,0..22,-1,999,999,1.99609375,1.431640625,10.9140625,-0.564453125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,23,0..23,-1,999,999,1.99609375,1.5390625,10.9140625,-0.45703125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,24,0..24,-1,999,999,1.99609375,1.525390625,10.9140625,-0.470703125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,25,0..25,-1,999,999,1.99609375,1.5302734375,10.9140625,-0.4658203125
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,26,0..26,-1,999,999,1.99609375,1.5322265625,10.9140625,-0.4638671875
37,Ryan Reynolds,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and producer,architect,1113,0,27,0..27,-1,999,999,1.99609375,1.5322265625,10.9140625,-0.4638671875
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,20,0..20,-1,962,962,4.55859375,4.7734375,11.984375,0.21484375
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,21,0..21,-1,962,962,4.55859375,4.859375,11.984375,0.30078125
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,22,0..22,-1,962,962,4.55859375,4.90625,11.984375,0.34765625
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,23,0..23,-1,962,962,4.55859375,5.27734375,11.984375,0.71875
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,24,0..24,-1,962,962,4.55859375,5.25390625,11.984375,0.6953125
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,25,0..25,-1,962,962,4.55859375,5.2578125,11.984375,0.69921875
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,26,0..26,-1,962,962,4.55859375,5.23828125,11.984375,0.6796875
38,Hugh Jackman,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"actor, singer, and producer",chef,75079,0,27,0..27,-1,962,962,4.55859375,5.23828125,11.984375,0.6796875
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,20,0..20,-1,962,962,2.072265625,2.23046875,6.63671875,0.158203125
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,21,0..21,-1,962,962,2.072265625,2.16015625,6.63671875,0.087890625
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,22,0..22,-1,962,962,2.072265625,2.166015625,6.63671875,0.09375
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,23,0..23,-1,962,962,2.072265625,2.34375,6.63671875,0.271484375
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,24,0..24,-1,962,962,2.072265625,2.345703125,6.63671875,0.2734375
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,25,0..25,-1,962,962,2.072265625,2.359375,6.63671875,0.287109375
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,26,0..26,-1,962,962,2.072265625,2.345703125,6.63671875,0.2734375
38,Hugh Jackman,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"actor, singer, and producer",architect,1113,0,27,0..27,-1,962,962,2.072265625,2.345703125,6.63671875,0.2734375
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,20,0..20,-1,999,999,4.67578125,4.62109375,13.5625,-0.0546875
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,21,0..21,-1,999,999,4.67578125,4.578125,13.5625,-0.09765625
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,22,0..22,-1,999,999,4.67578125,4.60546875,13.5625,-0.0703125
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,23,0..23,-1,999,999,4.67578125,5.4296875,13.5625,0.75390625
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,24,0..24,-1,999,999,4.67578125,5.37109375,13.5625,0.6953125
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,25,0..25,-1,999,999,4.67578125,5.40234375,13.5625,0.7265625
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,26,0..26,-1,999,999,4.67578125,5.3671875,13.5625,0.69140625
39,Priyanka Chopra,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"actress, producer, and former Miss World",chef,75079,0,27,0..27,-1,999,999,4.67578125,5.3671875,13.5625,0.69140625
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,20,0..20,-1,999,999,1.8486328125,1.7294921875,10.828125,-0.119140625
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,21,0..21,-1,999,999,1.8486328125,1.734375,10.828125,-0.1142578125
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,22,0..22,-1,999,999,1.8486328125,1.720703125,10.828125,-0.1279296875
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,23,0..23,-1,999,999,1.8486328125,2.31640625,10.828125,0.4677734375
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,24,0..24,-1,999,999,1.8486328125,2.3125,10.828125,0.4638671875
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,25,0..25,-1,999,999,1.8486328125,2.345703125,10.828125,0.4970703125
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,26,0..26,-1,999,999,1.8486328125,2.3046875,10.828125,0.4560546875
39,Priyanka Chopra,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"actress, producer, and former Miss World",architect,1113,0,27,0..27,-1,999,999,1.8486328125,2.3046875,10.828125,0.4560546875
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,20,0..20,-1,962,962,1.0810546875,1.33203125,12.046875,0.2509765625
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,21,0..21,-1,962,962,1.0810546875,1.3466796875,12.046875,0.265625
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,22,0..22,-1,962,962,1.0810546875,1.3564453125,12.046875,0.275390625
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,23,0..23,-1,962,962,1.0810546875,2.0390625,12.046875,0.9580078125
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,24,0..24,-1,962,962,1.0810546875,1.9921875,12.046875,0.9111328125
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,25,0..25,-1,962,962,1.0810546875,2.02734375,12.046875,0.9462890625
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,26,0..26,-1,962,962,1.0810546875,1.9296875,12.046875,0.8486328125
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"rapper, singer, and songwriter",novelist,38042,0,27,0..27,-1,962,962,1.0810546875,1.9296875,12.046875,0.8486328125
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,20,0..20,-1,962,962,2.849609375,3.353515625,12.6796875,0.50390625
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,21,0..21,-1,962,962,2.849609375,3.32421875,12.6796875,0.474609375
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,22,0..22,-1,962,962,2.849609375,3.3046875,12.6796875,0.455078125
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,23,0..23,-1,962,962,2.849609375,3.541015625,12.6796875,0.69140625
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,24,0..24,-1,962,962,2.849609375,3.5390625,12.6796875,0.689453125
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,25,0..25,-1,962,962,2.849609375,3.54296875,12.6796875,0.693359375
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,26,0..26,-1,962,962,2.849609375,3.525390625,12.6796875,0.67578125
40,Nicki Minaj,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"rapper, singer, and songwriter",chef,75079,0,27,0..27,-1,962,962,2.849609375,3.525390625,12.6796875,0.67578125
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,20,0..20,-1,999,999,2.45703125,3.01953125,12.8984375,0.5625
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,21,0..21,-1,999,999,2.45703125,2.955078125,12.8984375,0.498046875
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,22,0..22,-1,999,999,2.45703125,2.9453125,12.8984375,0.48828125
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,23,0..23,-1,999,999,2.45703125,3.44140625,12.8984375,0.984375
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,24,0..24,-1,999,999,2.45703125,3.44921875,12.8984375,0.9921875
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,25,0..25,-1,999,999,2.45703125,3.453125,12.8984375,0.99609375
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,26,0..26,-1,999,999,2.45703125,3.392578125,12.8984375,0.935546875
41,Cardi B,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,rapper and singer,chef and baker,75079,0,27,0..27,-1,999,999,2.45703125,3.392578125,12.8984375,0.935546875
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,20,0..20,-1,999,999,4.2421875,4.8671875,16.734375,0.625
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,21,0..21,-1,999,999,4.2421875,4.82421875,16.734375,0.58203125
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,22,0..22,-1,999,999,4.2421875,4.8984375,16.734375,0.65625
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,23,0..23,-1,999,999,4.2421875,5.76953125,16.734375,1.52734375
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,24,0..24,-1,999,999,4.2421875,5.71484375,16.734375,1.47265625
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,25,0..25,-1,999,999,4.2421875,5.7265625,16.734375,1.484375
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,26,0..26,-1,999,999,4.2421875,5.671875,16.734375,1.4296875
41,Cardi B,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,rapper and singer,software engineer,36651,0,27,0..27,-1,999,999,4.2421875,5.671875,16.734375,1.4296875
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,20,0..20,-1,1296,1296,0.99609375,1.5,13.96875,0.50390625
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,21,0..21,-1,1296,1296,0.99609375,1.7958984375,13.96875,0.7998046875
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,22,0..22,-1,1296,1296,0.99609375,1.8642578125,13.96875,0.8681640625
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,23,0..23,-1,1296,1296,0.99609375,2.947265625,13.96875,1.951171875
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,24,0..24,-1,1296,1296,0.99609375,2.892578125,13.96875,1.896484375
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,25,0..25,-1,1296,1296,0.99609375,2.953125,13.96875,1.95703125
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,26,0..26,-1,1296,1296,0.99609375,2.880859375,13.96875,1.884765625
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, rapper, and songwriter",chef,75079,0,27,0..27,-1,1296,1296,0.99609375,2.880859375,13.96875,1.884765625
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"singer, rapper, and songwriter",architect,1113,0,20,0..20,-1,1296,1296,1.0341796875,1.6220703125,13.5703125,0.587890625
42,Post Malone,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"singer, rapper, and songwriter",architect,1113,0,21,0..21,-1,1296,1296,1.0341796875,1.7978515625,13.5703125,0.763671875
