,ID,Entity,Category,Query,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Pred
159,35,Benedict Cumberbatch,location_error,What is the nationality of the entity?,VisTxtCont,Scottish.,Scott,mis_knowledge2,British,Scottish,2,2,7,British actor.,51861,British,CORRECT
160,35,Benedict Cumberbatch,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,2,2,7,Actor.,18870,Actor,CORRECT
161,35,Benedict Cumberbatch,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,architect,2,2,7,Actor.,18870,Actor,CORRECT
162,36,Keanu Reeves,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,2,2,7,1971,16,1,INCORRECT
163,36,Keanu Reeves,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,2,2,7,1971,16,1,INCORRECT
164,36,Keanu Reeves,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,2,2,7,Actor.,18870,Actor,CORRECT
165,36,Keanu Reeves,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,pilot,2,2,7,Actor.,18870,Actor,CORRECT
166,37,Ryan Reynolds,Temporal_error,What year was the entity born?,VisTxtCont,1975.,1,mis_knowledge1,1976,1975,2,2,7,1976,16,1,CORRECT
167,37,Ryan Reynolds,Temporal_error,What year was the entity born?,VisTxtCont,1977.,1,mis_knowledge2,1976,1977,2,2,7,1976,16,1,CORRECT
168,37,Ryan Reynolds,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor and producer,chef,2,2,7,Actor.,18870,Actor,CORRECT
169,37,Ryan Reynolds,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and producer,architect,2,2,7,Actor.,18870,Actor,CORRECT
170,38,Hugh Jackman,Temporal_error,What year was the entity born?,VisTxtCont,1969.,1,mis_knowledge1,1968,1969,2,2,7,1967,16,1,INCORRECT
171,38,Hugh Jackman,Temporal_error,What year was the entity born?,VisTxtCont,1967.,1,mis_knowledge2,1968,1967,2,2,7,1967,16,1,INCORRECT
172,38,Hugh Jackman,location_error,What is the nationality of the entity?,VisTxtCont,New Zealand,New,mis_knowledge1,Australian,New Zealander,2,2,7,American actor.,28418,American,INCORRECT
173,38,Hugh Jackman,location_error,What is the nationality of the entity?,VisTxtCont,British.,British,mis_knowledge2,Australian,British,2,2,7,American actor.,28418,American,INCORRECT
174,38,Hugh Jackman,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,"actor, singer, and producer",chef,2,2,7,Actor.,18870,Actor,CORRECT
175,38,Hugh Jackman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,"actor, singer, and producer",architect,2,2,7,Actor.,18870,Actor,CORRECT
176,39,Priyanka Chopra,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,"actress, producer, and former Miss World",chef,2,2,7,Actress.,2414,Act,CORRECT
177,39,Priyanka Chopra,Career_error,What is the occupation of the entity?,VisTxtParam,Actress,Act,mis_knowledge2,"actress, producer, and former Miss World",architect,2,2,7,Actress.,2414,Act,CORRECT
178,40,Nicki Minaj,Temporal_error,What year was the entity born?,VisTxtCont,1981.,1,mis_knowledge1,1982,1981,2,2,7,1987,16,1,INCORRECT
179,40,Nicki Minaj,Temporal_error,What year was the entity born?,VisTxtCont,1983.,1,mis_knowledge2,1982,1983,2,2,7,1987,16,1,INCORRECT
180,40,Nicki Minaj,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,"rapper, singer, and songwriter",novelist,2,2,7,Singer.,50,S,CORRECT
181,40,Nicki Minaj,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Rapper,R,mis_knowledge2,"rapper, singer, and songwriter",chef,2,2,7,Singer.,50,S,CORRECT
182,41,Cardi B,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
183,41,Cardi B,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
184,41,Cardi B,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Rapper,R,mis_knowledge1,rapper and singer,chef and baker,2,2,7,Rapper/Entertainer,49,R,CORRECT
185,41,Cardi B,Career_error,What is the occupation of the entity?,VisTxtCont,Software engineer.,Software,mis_knowledge2,rapper and singer,software engineer,2,2,7,Rapper/Entertainer,49,R,CORRECT
186,42,Post Malone,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
187,42,Post Malone,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
188,42,Post Malone,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Rapper, songwriter.",R,mis_knowledge1,"singer, rapper, and songwriter",chef,2,2,7,Rapper.,49,R,CORRECT
189,42,Post Malone,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer.,S,mis_knowledge2,"singer, rapper, and songwriter",architect,2,2,7,Rapper.,49,R,CORRECT
190,43,Ed Sheeran,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,2,2,7,British,51861,British,CORRECT
191,43,Ed Sheeran,location_error,What is the nationality of the entity?,VisTxtCont,Scottish.,Scott,mis_knowledge2,British,Scottish,2,2,7,British,51861,British,CORRECT
192,43,Ed Sheeran,Career_error,What is the occupation of the entity?,VisTxtCont,Professional footballer.,Professional,mis_knowledge1,singer-songwriter,professional footballer,2,2,7,Musician.,24128,Music,CORRECT
193,43,Ed Sheeran,Career_error,What is the occupation of the entity?,VisTxtCont,Software engineer.,Software,mis_knowledge2,singer-songwriter,software engineer,2,2,7,Musician.,24128,Music,CORRECT
194,44,Bruno Mars,Temporal_error,What year was the entity born?,VisTxtCont,1984.,1,mis_knowledge1,1985,1984,2,2,7,1985,16,1,CORRECT
195,44,Bruno Mars,Temporal_error,What year was the entity born?,VisTxtCont,1986.,1,mis_knowledge2,1985,1986,2,2,7,1985,16,1,CORRECT
196,44,Bruno Mars,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,"singer, songwriter, and record producer",chef,2,2,7,Singer-songwriter.,50,S,CORRECT
197,44,Bruno Mars,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer.,S,mis_knowledge2,"singer, songwriter, and record producer",architect,2,2,7,Singer-songwriter.,50,S,CORRECT
198,45,Adele,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1988,1989,2,2,7,1988,16,1,CORRECT
199,45,Adele,Temporal_error,What year was the entity born?,VisTxtCont,1987.,1,mis_knowledge2,1988,1987,2,2,7,1988,16,1,CORRECT
200,45,Adele,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,2,2,7,British,51861,British,CORRECT
201,45,Adele,location_error,What is the nationality of the entity?,VisTxtCont,Scottish.,Scott,mis_knowledge2,British,Scottish,2,2,7,British,51861,British,CORRECT
202,45,Adele,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,singer-songwriter,novelist,2,2,7,Singer-songwriter.,50,S,CORRECT
203,45,Adele,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge2,singer-songwriter,chef,2,2,7,Singer-songwriter.,50,S,CORRECT
204,46,Harry Styles,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,2,2,7,British.,51861,British,CORRECT
205,46,Harry Styles,location_error,What is the nationality of the entity?,VisTxtCont,Welsh.,Wel,mis_knowledge2,British,Welsh,2,2,7,British.,51861,British,CORRECT
206,46,Harry Styles,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Actor, singer, songwriter.",Actor,mis_knowledge1,"singer, songwriter, and actor",chef,2,2,7,Actor.,18870,Actor,INCORRECT
207,46,Harry Styles,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, actor, architect.",S,mis_knowledge2,"singer, songwriter, and actor",architect,2,2,7,Actor.,18870,Actor,INCORRECT
208,47,Shawn Mendes,location_error,What is the nationality of the entity?,VisTxtCont,American.,American,mis_knowledge1,Canadian,American,2,2,7,American.,28418,American,INCORRECT
209,47,Shawn Mendes,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,Canadian,Mexican,2,2,7,American.,28418,American,INCORRECT
210,47,Shawn Mendes,Career_error,What is the occupation of the entity?,VisTxtCont,Professional athlete.,Professional,mis_knowledge1,singer-songwriter and musician,professional athlete,2,2,7,Musician.,24128,Music,CORRECT
211,47,Shawn Mendes,Career_error,What is the occupation of the entity?,VisTxtCont,Software engineer.,Software,mis_knowledge2,singer-songwriter and musician,software engineer,2,2,7,Musician.,24128,Music,CORRECT
212,48,Billie Eilish,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
213,48,Billie Eilish,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
214,48,Billie Eilish,Career_error,What is the occupation of the entity?,VisTxtCont,Professional dancer.,Professional,mis_knowledge1,singer-songwriter,professional dancer,2,2,7,Model/Actor.,1712,Model,INCORRECT
215,48,Billie Eilish,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist.,Nov,mis_knowledge2,singer-songwriter,novelist,2,2,7,Model/Actor.,1712,Model,INCORRECT
216,49,Serena Williams,Temporal_error,What year was the entity born?,VisTxtCont,1982.,1,mis_knowledge1,1981,1982,2,2,7,1981,16,1,CORRECT
217,49,Serena Williams,Temporal_error,What year was the entity born?,VisTxtCont,1980.,1,mis_knowledge2,1981,1980,2,2,7,1981,16,1,CORRECT
218,49,Serena Williams,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
219,49,Serena Williams,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
220,49,Serena Williams,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge1,professional tennis player,professional basketball player,2,2,7,Professional tennis player.,57513,Professional,CORRECT
221,49,Serena Williams,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge2,professional tennis player,professional golfer,2,2,7,Professional tennis player.,57513,Professional,CORRECT
222,50,Roger Federer,Temporal_error,What year was the entity born?,VisTxtCont,1982.,1,mis_knowledge1,1981,1982,2,2,7,1983,16,1,INCORRECT
223,50,Roger Federer,Temporal_error,What year was the entity born?,VisTxtCont,1980.,1,mis_knowledge2,1981,1980,2,2,7,1983,16,1,INCORRECT
224,50,Roger Federer,location_error,What is the nationality of the entity?,VisCont_TxtParam,German.,German,mis_knowledge1,Swiss,German,2,2,7,Australian.,74241,Australian,INCORRECT
225,50,Roger Federer,location_error,What is the nationality of the entity?,VisTxtCont,Austrian.,A,mis_knowledge2,Swiss,Austrian,2,2,7,Australian.,74241,Australian,INCORRECT
226,50,Roger Federer,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge1,retired professional tennis player,professional soccer player,2,2,7,Professional tennis player.,57513,Professional,CORRECT
227,50,Roger Federer,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge2,retired professional tennis player,professional golfer,2,2,7,Professional tennis player.,57513,Professional,CORRECT
228,51,Novak Djokovic,Temporal_error,What year was the entity born?,VisTxtCont,1986.,1,mis_knowledge1,1987,1986,2,2,7,1987,16,1,CORRECT
229,51,Novak Djokovic,Temporal_error,What year was the entity born?,VisTxtCont,1988.,1,mis_knowledge2,1987,1988,2,2,7,1987,16,1,CORRECT
230,51,Novak Djokovic,location_error,What is the nationality of the entity?,VisTxtCont,Montenegrin.,Mont,mis_knowledge1,Serbian,Montenegrin,2,2,7,Serbian.,31745,Ser,CORRECT
231,51,Novak Djokovic,location_error,What is the nationality of the entity?,VisTxtCont,Croatian.,C,mis_knowledge2,Serbian,Croatian,2,2,7,Serbian.,31745,Ser,CORRECT
232,51,Novak Djokovic,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge1,professional tennis player,professional soccer player,2,2,7,Professional tennis player.,57513,Professional,CORRECT
233,51,Novak Djokovic,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional tennis player.,Professional,mis_knowledge2,professional tennis player,professional basketball player,2,2,7,Professional tennis player.,57513,Professional,CORRECT
234,52,Kobe Bryant,Temporal_error,What year was the entity born?,VisTxtCont,1979.,1,mis_knowledge1,1978,1979,2,2,7,1978,16,1,CORRECT
235,52,Kobe Bryant,Temporal_error,What year was the entity born?,VisTxtCont,1977.,1,mis_knowledge2,1978,1977,2,2,7,1978,16,1,CORRECT
236,52,Kobe Bryant,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
237,52,Kobe Bryant,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
238,52,Kobe Bryant,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Basketball player,Basket,mis_knowledge1,former professional basketball player,professional football player,2,2,7,Basketball player.,73649,Basket,CORRECT
239,52,Kobe Bryant,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge2,former professional basketball player,professional baseball player,2,2,7,Basketball player.,73649,Basket,CORRECT
240,53,Stephen Curry,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1988,1989,2,2,7,1988,16,1,CORRECT
241,53,Stephen Curry,Temporal_error,What year was the entity born?,VisTxtCont,1987.,1,mis_knowledge2,1988,1987,2,2,7,1988,16,1,CORRECT
242,53,Stephen Curry,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
243,53,Stephen Curry,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
244,53,Stephen Curry,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge1,professional basketball player,professional soccer player,2,2,7,Basketball player.,73649,Basket,CORRECT
245,53,Stephen Curry,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge2,professional basketball player,professional golfer,2,2,7,Basketball player.,73649,Basket,CORRECT
246,54,Usain Bolt,Temporal_error,What year was the entity born?,VisTxtCont,1985.,1,mis_knowledge1,1986,1985,2,2,7,1987,16,1,INCORRECT
247,54,Usain Bolt,Temporal_error,What year was the entity born?,VisTxtCont,1987.,1,mis_knowledge2,1986,1987,2,2,7,1987,16,1,INCORRECT
248,54,Usain Bolt,location_error,What is the nationality of the entity?,VisParam_TxtCont,Jamaican,J,mis_knowledge1,Jamaican,Haitian,2,2,7,Jamaican,41,J,CORRECT
249,54,Usain Bolt,location_error,What is the nationality of the entity?,VisTxtParam,Jamaican,J,mis_knowledge2,Jamaican,Cuban,2,2,7,Jamaican,41,J,CORRECT
250,54,Usain Bolt,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Athlete,Ath,mis_knowledge1,retired sprinter,footballer,2,2,7,Athlete,85240,Ath,CORRECT
251,54,Usain Bolt,Career_error,What is the occupation of the entity?,VisTxtParam,Retired athlete,Ret,mis_knowledge2,retired sprinter,basketball player,2,2,7,Athlete,85240,Ath,CORRECT
252,55,Simone Biles,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
253,55,Simone Biles,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
254,55,Simone Biles,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Gymnast.,G,mis_knowledge1,gymnast,swimmer,2,2,7,Athlete,85240,Ath,CORRECT
255,55,Simone Biles,Career_error,What is the occupation of the entity?,VisTxtCont,Basketball player.,Basket,mis_knowledge2,gymnast,basketball player,2,2,7,Athlete,85240,Ath,CORRECT
256,56,Lewis Hamilton,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,2,2,7,British,51861,British,CORRECT
257,56,Lewis Hamilton,location_error,What is the nationality of the entity?,VisTxtParam,British,British,mis_knowledge2,British,French,2,2,7,British,51861,British,CORRECT
258,56,Lewis Hamilton,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional racer.,Professional,mis_knowledge1,Formula 1 racing driver,professional golfer,2,2,7,Racing driver.,49,R,CORRECT
259,56,Lewis Hamilton,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Formula One driver.,Formula,mis_knowledge2,Formula 1 racing driver,software engineer,2,2,7,Racing driver.,49,R,CORRECT
260,57,Virat Kohli,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1988,1989,2,2,7,1987,16,1,INCORRECT
261,57,Virat Kohli,Temporal_error,What year was the entity born?,VisTxtCont,1987,1,mis_knowledge2,1988,1987,2,2,7,1987,16,1,INCORRECT
262,57,Virat Kohli,location_error,What is the nationality of the entity?,VisTxtParam,Indian.,Indian,mis_knowledge1,Indian,Pakistani,2,2,7,Indian.,47564,Indian,CORRECT
263,57,Virat Kohli,location_error,What is the nationality of the entity?,VisCont_TxtParam,Bangladeshi.,Bang,mis_knowledge2,Indian,Bangladeshi,2,2,7,Indian.,47564,Indian,CORRECT
264,57,Virat Kohli,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Cricket player,Cr,mis_knowledge1,cricketer,footballer,2,2,7,Cricket player.,16001,Cr,CORRECT
265,57,Virat Kohli,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Cricket player,Cr,mis_knowledge2,cricketer,chef,2,2,7,Cricket player.,16001,Cr,CORRECT
266,58,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge1,1971,1970,2,2,7,1971,16,1,CORRECT
267,58,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1972.,1,mis_knowledge2,1971,1972,2,2,7,1971,16,1,CORRECT
268,58,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtCont,Professional chef.,Professional,mis_knowledge1,"business magnate, investor, and engineer",professional chef,2,2,7,Entrepreneur,70588,Entre,CORRECT
269,58,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtParam,Entrepreneur,Entre,mis_knowledge2,"business magnate, investor, and engineer",ballet dancer,2,2,7,Entrepreneur,70588,Entre,CORRECT
270,59,Jeff Bezos,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,2,2,7,1964,16,1,CORRECT
271,59,Jeff Bezos,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,2,2,7,1964,16,1,CORRECT
272,59,Jeff Bezos,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
273,59,Jeff Bezos,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
274,59,Jeff Bezos,Career_error,What is the occupation of the entity?,VisTxtParam,Founder of Amazon.,Founder,mis_knowledge1,entrepreneur and founder of Amazon,chef,2,2,7,Actor/Entertainer.,18870,Actor,INCORRECT
275,59,Jeff Bezos,Career_error,What is the occupation of the entity?,VisTxtParam,Founder of Amazon.,Founder,mis_knowledge2,entrepreneur and founder of Amazon,dentist,2,2,7,Actor/Entertainer.,18870,Actor,INCORRECT
276,60,Jack Ma,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,2,2,7,1964,16,1,CORRECT
277,60,Jack Ma,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,2,2,7,1964,16,1,CORRECT
278,60,Jack Ma,location_error,What is the nationality of the entity?,VisTxtParam,Chinese.,Chinese,mis_knowledge1,Chinese,[Japanese],2,2,7,Chinese.,44923,Chinese,CORRECT
279,60,Jack Ma,location_error,What is the nationality of the entity?,VisTxtParam,Chinese.,Chinese,mis_knowledge2,Chinese,[Korean],2,2,7,Chinese.,44923,Chinese,CORRECT
280,60,Jack Ma,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Entrepreneur,Entre,mis_knowledge1,"[business magnate, investor, and philanthropist]",professional golfer,2,2,7,Businessman.,22727,Business,CORRECT
281,60,Jack Ma,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Entrepreneur,Entre,mis_knowledge2,"[business magnate, investor, and philanthropist]",chef,2,2,7,Businessman.,22727,Business,CORRECT
282,61,Tim Cook,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
283,61,Tim Cook,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
284,61,Tim Cook,Career_error,What is the occupation of the entity?,VisTxtParam,CEO of Apple.,CEO,mis_knowledge1,business executive and CEO of Apple Inc,professional chef,2,2,7,CEO,78496,CEO,CORRECT
285,61,Tim Cook,Career_error,What is the occupation of the entity?,VisTxtParam,CEO of Apple.,CEO,mis_knowledge2,business executive and CEO of Apple Inc,civil engineer,2,2,7,CEO,78496,CEO,CORRECT
286,62,Satya Nadella,Temporal_error,What year was the entity born?,VisTxtCont,1968.,1,mis_knowledge1,1967,1968,2,2,7,1967,16,1,CORRECT
287,62,Satya Nadella,Temporal_error,What year was the entity born?,VisTxtCont,1966.,1,mis_knowledge2,1967,1966,2,2,7,1967,16,1,CORRECT
288,62,Satya Nadella,Career_error,What is the occupation of the entity?,VisTxtParam,Business executive.,Business,mis_knowledge1,business executive and the CEO of Microsoft,CFO,2,2,7,Businessman.,22727,Business,CORRECT
289,62,Satya Nadella,Career_error,What is the occupation of the entity?,VisTxtParam,Business executive.,Business,mis_knowledge2,business executive and the CEO of Microsoft,CTO,2,2,7,Businessman.,22727,Business,CORRECT
290,63,Michelle Obama,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
291,63,Michelle Obama,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
292,64,Donald Trump,Temporal_error,What year was the entity born?,VisTxtCont,1945.,1,mis_knowledge1,1946,1945,2,2,7,1946,16,1,CORRECT
293,64,Donald Trump,Temporal_error,What year was the entity born?,VisTxtCont,1947.,1,mis_knowledge2,1946,1947,2,2,7,1946,16,1,CORRECT
294,64,Donald Trump,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,CORRECT
295,64,Donald Trump,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,CORRECT
296,65,Justin Trudeau,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge1,1971,1970,2,2,7,1971,16,1,CORRECT
297,65,Justin Trudeau,Temporal_error,What year was the entity born?,VisTxtCont,1972.,1,mis_knowledge2,1971,1972,2,2,7,1971,16,1,CORRECT
298,65,Justin Trudeau,location_error,What is the nationality of the entity?,VisTxtParam,Canadian.,Canadian,mis_knowledge1,Canadian,American,2,2,7,Canadian.,59574,Canadian,CORRECT
299,65,Justin Trudeau,location_error,What is the nationality of the entity?,VisParam_TxtCont,Canadian.,Canadian,mis_knowledge2,Canadian,French,2,2,7,Canadian.,59574,Canadian,CORRECT
300,65,Justin Trudeau,Career_error,What is the occupation of the entity?,VisTxtCont,President of Canada.,President,mis_knowledge1,Prime Minister of Canada,President of Canada,2,2,7,Politician.,96347,Polit,CORRECT
301,65,Justin Trudeau,Career_error,What is the occupation of the entity?,VisTxtCont,Politician.,Polit,mis_knowledge2,Prime Minister of Canada,Mayor of Ottawa,2,2,7,Politician.,96347,Polit,CORRECT
302,66,Angela Merkel,Temporal_error,What year was the entity born?,VisTxtCont,1955.,1,mis_knowledge1,1954,1955,2,2,7,1954,16,1,CORRECT
303,66,Angela Merkel,Temporal_error,What year was the entity born?,VisTxtCont,1953.,1,mis_knowledge2,1954,1953,2,2,7,1954,16,1,CORRECT
304,66,Angela Merkel,location_error,What is the nationality of the entity?,VisTxtParam,German.,German,mis_knowledge1,German,Austrian,2,2,7,German.,32079,German,CORRECT
305,66,Angela Merkel,location_error,What is the nationality of the entity?,VisTxtParam,German.,German,mis_knowledge2,German,Swiss,2,2,7,German.,32079,German,CORRECT
306,66,Angela Merkel,Career_error,What is the occupation of the entity?,VisTxtParam,Former Chancellor.,Former,mis_knowledge1,politician and former Chancellor of Germany,scientist,2,2,7,Politician.,96347,Polit,CORRECT
307,66,Angela Merkel,Career_error,What is the occupation of the entity?,VisTxtParam,Former Chancellor.,Former,mis_knowledge2,politician and former Chancellor of Germany,teacher,2,2,7,Politician.,96347,Polit,CORRECT
308,67,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge1,1971,1970,2,2,7,1971,16,1,CORRECT
309,67,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1972.,1,mis_knowledge2,1971,1972,2,2,7,1971,16,1,CORRECT
310,67,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtCont,Professional chef.,Professional,mis_knowledge1,"business magnate, investor, and engineer",professional chef,2,2,7,Entrepreneur,70588,Entre,CORRECT
311,67,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtParam,Entrepreneur,Entre,mis_knowledge2,"business magnate, investor, and engineer",ballet dancer,2,2,7,Entrepreneur,70588,Entre,CORRECT
312,68,Malala Yousafzai,location_error,What is the nationality of the entity?,VisTxtCont,Afghan,Af,mis_knowledge1,Pakistani,Afghan,2,2,7,Indian.,47564,Indian,INCORRECT
313,68,Malala Yousafzai,location_error,What is the nationality of the entity?,VisTxtCont,Indian.,Indian,mis_knowledge2,Pakistani,Indian,2,2,7,Indian.,47564,Indian,INCORRECT
314,68,Malala Yousafzai,Career_error,What is the occupation of the entity?,VisTxtCont,Professional athlete.,Professional,mis_knowledge1,activist for female education and the youngest Nobel Prize laureate,a professional athlete,2,2,7,Politician.,96347,Polit,INCORRECT
315,68,Malala Yousafzai,Career_error,What is the occupation of the entity?,VisTxtParam,Software engineer.,Software,mis_knowledge2,activist for female education and the youngest Nobel Prize laureate,a software engineer,2,2,7,Politician.,96347,Polit,INCORRECT
316,69,Emma Watson,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1990,1989,2,2,7,1990,16,1,CORRECT
