row_id,Unnamed: 0,ID,Instance,Category,Mis_Knowledge_Key,Context,Query,Response,Top_token_str,Ground_Truth,Mis_Answer_Label,Assistant_response,Pred
114,114,20,Scarlett Johansson,Temporal_error,mis_knowledge1,"Scarlett Johansson was born on November 22, 1985. Scarlett Johansson is American. Scarlett Johansson is an actress and singer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Scarlett Johansson was born on November 22, 1985. Scarlett Johansson is American. Scarlett Johansson is an actress and singer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Scarlett Johansson.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1985",1,1984,1985,"
1985",mis_label
115,115,20,Scarlett Johansson,Temporal_error,mis_knowledge2,"Scarlett Johansson was born on November 22, 1983. Scarlett Johansson is American. Scarlett Johansson is an actress and singer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Scarlett Johansson was born on November 22, 1983. Scarlett Johansson is American. Scarlett Johansson is an actress and singer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Scarlett Johansson.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1983",1,1984,1983,"
1983",mis_label
116,116,20,Scarlett Johansson,location_error,mis_knowledge1,"Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is Canadian. Scarlett Johansson is an actress and singer.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is Canadian. Scarlett Johansson is an actress and singer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Scarlett Johansson.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Canadian",Canadian,American,Canadian,"
Canadian",mis_label
117,117,20,Scarlett Johansson,location_error,mis_knowledge2,"Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is Mexican. Scarlett Johansson is an actress and singer.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is Mexican. Scarlett Johansson is an actress and singer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Scarlett Johansson.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Mexican",Mex,American,Mexican,"
Mexican",mis_label
118,118,20,Scarlett Johansson,Career_error,mis_knowledge1,"Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is American. Scarlett Johansson is a chef and singer.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is American. Scarlett Johansson is a chef and singer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Scarlett Johansson.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Actress",Act,actress and singer,chef,"
Actress",gt
119,119,20,Scarlett Johansson,Career_error,mis_knowledge2,"Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is American. Scarlett Johansson is an architect and singer.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Scarlett Johansson was born on November 22, 1984. Scarlett Johansson is American. Scarlett Johansson is an architect and singer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Scarlett Johansson.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Actress",Act,actress and singer,architect,"
Actress",gt
120,120,21,Brad Pitt,Temporal_error,mis_knowledge1,"Brad Pitt was born on December 18, 1962. Brad Pitt is American. Brad Pitt is an actor and film producer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Brad Pitt was born on December 18, 1962. Brad Pitt is American. Brad Pitt is an actor and film producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Brad Pitt.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1962",1,1963,1962,"
1962",mis_label
121,121,21,Brad Pitt,Temporal_error,mis_knowledge2,"Brad Pitt was born on December 18, 1964. Brad Pitt is American. Brad Pitt is an actor and film producer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Brad Pitt was born on December 18, 1964. Brad Pitt is American. Brad Pitt is an actor and film producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Brad Pitt.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1964",1,1963,1964,"
1964",mis_label
122,122,21,Brad Pitt,location_error,mis_knowledge1,"Brad Pitt was born on December 18, 1963. Brad Pitt is Canadian. Brad Pitt is an actor and film producer.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Brad Pitt was born on December 18, 1963. Brad Pitt is Canadian. Brad Pitt is an actor and film producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Brad Pitt.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
American",American,American,Canadian,"
American",gt
123,123,21,Brad Pitt,location_error,mis_knowledge2,"Brad Pitt was born on December 18, 1963. Brad Pitt is Mexican. Brad Pitt is an actor and film producer.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Brad Pitt was born on December 18, 1963. Brad Pitt is Mexican. Brad Pitt is an actor and film producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Brad Pitt.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
American",American,American,Mexican,"
American",gt
124,124,21,Brad Pitt,Career_error,mis_knowledge1,"Brad Pitt was born on December 18, 1963. Brad Pitt is American. Brad Pitt is a chef and film producer.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Brad Pitt was born on December 18, 1963. Brad Pitt is American. Brad Pitt is a chef and film producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Brad Pitt.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Film producer.",Film,actor and film producer,chef,"
Film producer.",gt
125,125,21,Brad Pitt,Career_error,mis_knowledge2,"Brad Pitt was born on December 18, 1963. Brad Pitt is American. Brad Pitt is an architect and film producer.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Brad Pitt was born on December 18, 1963. Brad Pitt is American. Brad Pitt is an architect and film producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Brad Pitt.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Film producer.",Film,actor and film producer,architect,"
Film producer.",gt
126,126,22,Johnny Depp,Temporal_error,mis_knowledge1,"Johnny Depp was born on June 9, 1962. Johnny Depp is American. Johnny Depp is an actor and musician.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Johnny Depp was born on June 9, 1962. Johnny Depp is American. Johnny Depp is an actor and musician.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Johnny Depp.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1962",1,1963,1962,"
1962",mis_label
127,127,22,Johnny Depp,Temporal_error,mis_knowledge2,"Johnny Depp was born on June 9, 1964. Johnny Depp is American. Johnny Depp is an actor and musician.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Johnny Depp was born on June 9, 1964. Johnny Depp is American. Johnny Depp is an actor and musician.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Johnny Depp.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1964",1,1963,1964,"
1964",mis_label
128,128,22,Johnny Depp,location_error,mis_knowledge1,"Johnny Depp was born on June 9, 1963. Johnny Depp is Canadian. Johnny Depp is an actor and musician.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Johnny Depp was born on June 9, 1963. Johnny Depp is Canadian. Johnny Depp is an actor and musician.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Johnny Depp.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Canadian.",Canadian,American,Canadian,"
Canadian.",mis_label
129,129,22,Johnny Depp,location_error,mis_knowledge2,"Johnny Depp was born on June 9, 1963. Johnny Depp is Mexican. Johnny Depp is an actor and musician.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Johnny Depp was born on June 9, 1963. Johnny Depp is Mexican. Johnny Depp is an actor and musician.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Johnny Depp.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
American",American,American,Mexican,"
American",gt
130,130,22,Johnny Depp,Career_error,mis_knowledge1,"Johnny Depp was born on June 9, 1963. Johnny Depp is American. Johnny Depp is a chef and musician.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Johnny Depp was born on June 9, 1963. Johnny Depp is American. Johnny Depp is a chef and musician.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Johnny Depp.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Actor, musician, chef.",Actor,actor and musician,chef,"
Actor, musician, chef.",mis_label
131,131,22,Johnny Depp,Career_error,mis_knowledge2,"Johnny Depp was born on June 9, 1963. Johnny Depp is American. Johnny Depp is an architect and musician.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Johnny Depp was born on June 9, 1963. Johnny Depp is American. Johnny Depp is an architect and musician.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Johnny Depp.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Actor, musician.",Actor,actor and musician,architect,"
Actor, musician.",gt
132,132,23,Will Smith,Temporal_error,mis_knowledge1,"Will Smith was born on September 25, 1969. Will Smith is American. Will Smith is an actor, rapper, and producer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Will Smith was born on September 25, 1969. Will Smith is American. Will Smith is an actor, rapper, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Will Smith.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1969",1,1968,1969,"
1969",mis_label
133,133,23,Will Smith,Temporal_error,mis_knowledge2,"Will Smith was born on September 25, 1967. Will Smith is American. Will Smith is an actor, rapper, and producer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Will Smith was born on September 25, 1967. Will Smith is American. Will Smith is an actor, rapper, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Will Smith.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1967",1,1968,1967,"
1967",mis_label
134,134,23,Will Smith,location_error,mis_knowledge1,"Will Smith was born on September 25, 1968. Will Smith is Canadian. Will Smith is an actor, rapper, and producer.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Will Smith was born on September 25, 1968. Will Smith is Canadian. Will Smith is an actor, rapper, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Will Smith.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Canadian",Canadian,American,Canadian,"
Canadian",mis_label
135,135,23,Will Smith,location_error,mis_knowledge2,"Will Smith was born on September 25, 1968. Will Smith is Mexican. Will Smith is an actor, rapper, and producer.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Will Smith was born on September 25, 1968. Will Smith is Mexican. Will Smith is an actor, rapper, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Will Smith.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
American",American,American,Mexican,"
American",gt
136,136,23,Will Smith,Career_error,mis_knowledge1,"Will Smith was born on September 25, 1968. Will Smith is American. Will Smith is a chef, rapper, and producer.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Will Smith was born on September 25, 1968. Will Smith is American. Will Smith is a chef, rapper, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Will Smith.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Chef, rapper, producer.",Chef,"actor, rapper, and producer",chef,"
Chef, rapper, producer.",mis_label
137,137,23,Will Smith,Career_error,mis_knowledge2,"Will Smith was born on September 25, 1968. Will Smith is American. Will Smith is an actor, architect, and producer.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Will Smith was born on September 25, 1968. Will Smith is American. Will Smith is an actor, architect, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Will Smith.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Actor, producer.",Actor,"actor, rapper, and producer",architect,"
Actor, producer.",gt
138,138,24,Kevin Hart,Temporal_error,mis_knowledge1,"Kevin Hart was born on July 6, 1978. Kevin Hart is American. Kevin Hart is a comedian and actor.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Kevin Hart was born on July 6, 1978. Kevin Hart is American. Kevin Hart is a comedian and actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Kevin Hart.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1978",1,1979,1978,"
1978",mis_label
139,139,24,Kevin Hart,Temporal_error,mis_knowledge2,"Kevin Hart was born on July 6, 1980. Kevin Hart is American. Kevin Hart is a comedian and actor.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Kevin Hart was born on July 6, 1980. Kevin Hart is American. Kevin Hart is a comedian and actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Kevin Hart.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1980",1,1979,1980,"
1980",mis_label
140,140,24,Kevin Hart,location_error,mis_knowledge1,"Kevin Hart was born on July 6, 1979. Kevin Hart is Canadian. Kevin Hart is a comedian and actor.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Kevin Hart was born on July 6, 1979. Kevin Hart is Canadian. Kevin Hart is a comedian and actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Kevin Hart.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Canadian.",Canadian,American,Canadian,"
Canadian.",mis_label
141,141,24,Kevin Hart,location_error,mis_knowledge2,"Kevin Hart was born on July 6, 1979. Kevin Hart is Mexican. Kevin Hart is a comedian and actor.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Kevin Hart was born on July 6, 1979. Kevin Hart is Mexican. Kevin Hart is a comedian and actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Kevin Hart.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Mexican.",Mex,American,Mexican,"
Mexican.",mis_label
142,142,24,Kevin Hart,Career_error,mis_knowledge1,"Kevin Hart was born on July 6, 1979. Kevin Hart is American. Kevin Hart is a chef and actor.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Kevin Hart was born on July 6, 1979. Kevin Hart is American. Kevin Hart is a chef and actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Kevin Hart.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Chef and actor.",Chef,comedian and actor,chef,"
Chef and actor.",mis_label
143,143,24,Kevin Hart,Career_error,mis_knowledge2,"Kevin Hart was born on July 6, 1979. Kevin Hart is American. Kevin Hart is a journalist and actor.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Kevin Hart was born on July 6, 1979. Kevin Hart is American. Kevin Hart is a journalist and actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Kevin Hart.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Actor and journalist.",Actor,comedian and actor,journalist,"
Actor and journalist.",gt
144,144,25,The Rock,Temporal_error,mis_knowledge1,"[Dwayne Johnson] was born in [May 2, 1971]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
[Dwayne Johnson] was born in [May 2, 1971]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The Rock.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1971",1,1972,1971,"
1971",mis_label
145,145,25,The Rock,Temporal_error,mis_knowledge2,"[Dwayne Johnson] was born in [May 2, 1973]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
[Dwayne Johnson] was born in [May 2, 1973]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The Rock.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1973",1,1972,1973,"
1973",mis_label
146,146,25,The Rock,location_error,mis_knowledge1,"[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [Canadian]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [Canadian]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The Rock.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
American",Canadian,[American],Canadian,"
American",gt
147,147,25,The Rock,location_error,mis_knowledge2,"[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [Mexican]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [Mexican]. [Dwayne Johnson] is a [professional wrestler, actor, and former football player].
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The Rock.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
American",American,[American],Mexican,"
American",gt
148,148,25,The Rock,Career_error,mis_knowledge1,"[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [chef, author, and former football player].",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [chef, author, and former football player].
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The Rock.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Actor, wrestler, producer.",Actor,"[professional wrestler, actor, and former football player]","chef, author, and former football player","
Actor, wrestler, producer.",gt
149,149,25,The Rock,Career_error,mis_knowledge2,"[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [professional golfer, motivational speaker, and former football player].",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
[Dwayne Johnson] was born in [May 2, 1972]. [Dwayne Johnson] is [American]. [Dwayne Johnson] is a [professional golfer, motivational speaker, and former football player].
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The Rock.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Professional golfer.",Professional,"[professional wrestler, actor, and former football player]","professional golfer, motivational speaker, and former football player","
Professional golfer.",mis_label
150,150,26,Emma Watson,Temporal_error,mis_knowledge1,"Emma Watson was born on April 15, 1989. Emma Watson is British. Emma Watson is an actress and activist.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Emma Watson was born on April 15, 1989. Emma Watson is British. Emma Watson is an actress and activist.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Emma Watson.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1989",1,1990,1989,"
1989",mis_label
151,151,26,Emma Watson,Temporal_error,mis_knowledge2,"Emma Watson was born on April 15, 1991. Emma Watson is British. Emma Watson is an actress and activist.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Emma Watson was born on April 15, 1991. Emma Watson is British. Emma Watson is an actress and activist.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Emma Watson.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1991",1,1990,1991,"
1991",mis_label
152,152,26,Emma Watson,location_error,mis_knowledge1,"Emma Watson was born on April 15, 1990. Emma Watson is Irish. Emma Watson is an actress and activist.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Emma Watson was born on April 15, 1990. Emma Watson is Irish. Emma Watson is an actress and activist.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Emma Watson.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Irish",Ir,British,Irish,"
Irish",mis_label
153,153,26,Emma Watson,location_error,mis_knowledge2,"Emma Watson was born on April 15, 1990. Emma Watson is French. Emma Watson is an actress and activist.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Emma Watson was born on April 15, 1990. Emma Watson is French. Emma Watson is an actress and activist.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Emma Watson.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
French.",French,British,French,"
French.",mis_label
154,154,26,Emma Watson,Career_error,mis_knowledge1,"Emma Watson was born on April 15, 1990. Emma Watson is British. Emma Watson is a novelist and activist.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Emma Watson was born on April 15, 1990. Emma Watson is British. Emma Watson is a novelist and activist.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Emma Watson.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Novelist and activist.",Nov,actress and activist,novelist,"
Novelist and activist.",mis_label
155,155,26,Emma Watson,Career_error,mis_knowledge2,"Emma Watson was born on April 15, 1990. Emma Watson is British. Emma Watson is a chef and activist.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Emma Watson was born on April 15, 1990. Emma Watson is British. Emma Watson is a chef and activist.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Emma Watson.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Chef and activist.",Chef,actress and activist,chef,"
Chef and activist.",mis_label
156,156,27,Daniel Radcliffe,Temporal_error,mis_knowledge1,"Daniel Radcliffe was born on July 23, 1988. Daniel Radcliffe is British. Daniel Radcliffe is an actor.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Daniel Radcliffe was born on July 23, 1988. Daniel Radcliffe is British. Daniel Radcliffe is an actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Daniel Radcliffe.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1988",1,1989,1988,"
1988",mis_label
157,157,27,Daniel Radcliffe,Temporal_error,mis_knowledge2,"Daniel Radcliffe was born on July 23, 1990. Daniel Radcliffe is British. Daniel Radcliffe is an actor.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Daniel Radcliffe was born on July 23, 1990. Daniel Radcliffe is British. Daniel Radcliffe is an actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Daniel Radcliffe.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1990",1,1989,1990,"
1990",mis_label
158,158,27,Daniel Radcliffe,location_error,mis_knowledge1,"Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is Irish. Daniel Radcliffe is an actor.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is Irish. Daniel Radcliffe is an actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Daniel Radcliffe.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Irish.",Ir,British,Irish,"
Irish.",mis_label
159,159,27,Daniel Radcliffe,location_error,mis_knowledge2,"Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is Welsh. Daniel Radcliffe is an actor.",What is the nationality of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is Welsh. Daniel Radcliffe is an actor.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Daniel Radcliffe.
Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
assistant
Welsh.",Wel,British,Welsh,"
Welsh.",mis_label
160,160,27,Daniel Radcliffe,Career_error,mis_knowledge1,"Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is British. Daniel Radcliffe is a chef.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is British. Daniel Radcliffe is a chef.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Daniel Radcliffe.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Chef.",Chef,actor,chef,"
Chef.",mis_label
161,161,27,Daniel Radcliffe,Career_error,mis_knowledge2,"Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is British. Daniel Radcliffe is a software engineer.",What is the occupation of the entity?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Daniel Radcliffe was born on July 23, 1989. Daniel Radcliffe is British. Daniel Radcliffe is a software engineer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Daniel Radcliffe.
Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
assistant
Software engineer.",Software,actor,software engineer,"
Software engineer.",mis_label
162,162,28,Selena Gomez,Temporal_error,mis_knowledge1,"Selena Gomez was born on July 22, 1991. Selena Gomez is American. Selena Gomez is a singer, actress, and producer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Selena Gomez was born on July 22, 1991. Selena Gomez is American. Selena Gomez is a singer, actress, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Selena Gomez.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1991",1,1992,1991,"
1991",mis_label
163,163,28,Selena Gomez,Temporal_error,mis_knowledge2,"Selena Gomez was born on July 22, 1993. Selena Gomez is American. Selena Gomez is a singer, actress, and producer.",What year was the entity born?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Selena Gomez was born on July 22, 1993. Selena Gomez is American. Selena Gomez is a singer, actress, and producer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Selena Gomez.
Query: What year was the entity born?. Answer with only 1-3 word(s).
assistant
1993",1,1992,1993,"
1993",mis_label
