ID,Instance,ImageRelPath,ImageFullPath,Pred_Entity,Error
107,Steven Spielberg,image/Steven_Spielberg/Steven_Spielberg_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Steven_Spielberg/Steven_Spielberg_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
108,Quentin Tarantino,image/Quentin_Tarantino/Quentin_Tarantino_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Quentin_Tarantino/Quentin_Tarantino_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
109,Christopher Nolan,image/Christopher_Nolan/Christopher_Nolan_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Christopher_Nolan/Christopher_Nolan_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
110,James Cameron,image/James_Cameron/James_Cameron_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/James_Cameron/James_Cameron_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
111,Stephen King,image/Stephen_King/Stephen_King_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Stephen_King/Stephen_King_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
112,John Green,image/John_Green/John_Green_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/John_Green/John_Green_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
113,Eminem,image/Eminem/Eminem_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Eminem/Eminem_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
114,Snoop Dogg,image/Snoop_Dogg/Snoop_Dogg_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Snoop_Dogg/Snoop_Dogg_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
115,Kendrick Lamar,image/Kendrick_Lamar/Kendrick_Lamar_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Kendrick_Lamar/Kendrick_Lamar_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
116,Travis Scott,image/Travis_Scott/Travis_Scott_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Travis_Scott/Travis_Scott_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
117,The Weeknd,image/The_Weeknd/The_Weeknd_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/The_Weeknd/The_Weeknd_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
118,Katy Perry,image/Katy_Perry/Katy_Perry_5.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Katy_Perry/Katy_Perry_5.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
119,Demi Lovato,image/Demi_Lovato/Demi_Lovato_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Demi_Lovato/Demi_Lovato_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
120,Camila Cabello,image/Camila_Cabello/Camila_Cabello_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Camila_Cabello/Camila_Cabello_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
121,Lizzo,image/Lizzo/Lizzo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Lizzo/Lizzo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
122,Megan Thee Stallion,image/Megan_Thee_Stallion/Megan_Thee_Stallion_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Megan_Thee_Stallion/Megan_Thee_Stallion_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
123,J Balvin,image/J_Balvin/J_Balvin_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/J_Balvin/J_Balvin_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
124,Shakira,image/Shakira/Shakira_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Shakira/Shakira_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
125,Ricky Martin,image/Ricky_Martin/Ricky_Martin_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Ricky_Martin/Ricky_Martin_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
126,Jennifer Aniston,image/Jennifer_Aniston/Jennifer_Aniston_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Jennifer_Aniston/Jennifer_Aniston_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
127,Courteney Cox,image/Courteney_Cox/Courteney_Cox_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Courteney_Cox/Courteney_Cox_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
128,Matthew Perry,image/Matthew_Perry/Matthew_Perry_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Matthew_Perry/Matthew_Perry_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
129,Kit Harington,image/Kit_Harington/Kit_Harington_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Kit_Harington/Kit_Harington_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
130,Emilia Clarke,image/Emilia_Clarke/Emilia_Clarke_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Emilia_Clarke/Emilia_Clarke_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
131,Sophie Turner,image/Sophie_Turner/Sophie_Turner_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Sophie_Turner/Sophie_Turner_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
132,Maisie Williams,image/Maisie_Williams/Maisie_Williams_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Maisie_Williams/Maisie_Williams_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
133,Peter Dinklage,image/Peter_Dinklage/Peter_Dinklage_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Peter_Dinklage/Peter_Dinklage_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
134,Winona Ryder,image/Winona_Ryder/Winona_Ryder_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Winona_Ryder/Winona_Ryder_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
135,David Harbour,image/David_Harbour/David_Harbour_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/David_Harbour/David_Harbour_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
136,Jim Carrey,image/Jim_Carrey/Jim_Carrey_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Jim_Carrey/Jim_Carrey_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
137,Adam Sandler,image/Adam_Sandler/Adam_Sandler_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Adam_Sandler/Adam_Sandler_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
138,Kevin James,image/Kevin_James/Kevin_James_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Kevin_James/Kevin_James_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
139,Steve Carell,image/Steve_Carell/Steve_Carell_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Steve_Carell/Steve_Carell_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
140,Will Ferrell,image/Will_Ferrell/Will_Ferrell_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Will_Ferrell/Will_Ferrell_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
141,Seth Rogen,image/Seth_Rogen/Seth_Rogen_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Seth_Rogen/Seth_Rogen_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
142,James Franco,image/James_Franco/James_Franco_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/James_Franco/James_Franco_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
143,Jonah Hill,image/Jonah_Hill/Jonah_Hill_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Jonah_Hill/Jonah_Hill_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
144,Channing Tatum,image/Channing_Tatum/Channing_Tatum_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Channing_Tatum/Channing_Tatum_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
145,Zac Efron,image/Zac_Efron/Zac_Efron_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Zac_Efron/Zac_Efron_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
146,Kristen Stewart,image/Kristen_Stewart/Kristen_Stewart_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Kristen_Stewart/Kristen_Stewart_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
147,Shia LaBeouf,image/Shia_LaBeouf/Shia_LaBeouf_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Shia_LaBeouf/Shia_LaBeouf_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
148,Chadwick Boseman,image/Chadwick_Boseman/Chadwick_Boseman_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Chadwick_Boseman/Chadwick_Boseman_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
149,Lupita Nyong'o,image/Lupita_Nyong'o/Lupita_Nyong'o_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Lupita_Nyong'o/Lupita_Nyong'o_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
